Record Length,15000,,Source,CH1
,,,-707400000.000000000000,0.08000
,,,-707300050.000000000000,0.04000
,,,-707200000.000000000000,0.12000
,,,-707100050.000000000000,0.12000
,,,-707000000.000000000000,0.12000
,,,-706900050.000000000000,0.04000
,,,-706800000.000000000000,0.16000
,,,-706700050.000000000000,0.08000
,,,-706600000.000000000000,0.12000
,,,-706500050.000000000000,0.04000
,,,-706400000.000000000000,0.16000
,,,-706300050.000000000000,0.04000
,,,-706200000.000000000000,0.04000
,,,-706100050.000000000000,0.04000
,,,-706000000.000000000000,0.12000
,,,-705900050.000000000000,0.04000
,,,-705800000.000000000000,0.12000
,,,-705700050.000000000000,0.08000
,,,-705600000.000000000000,0.04000
,,,-705500050.000000000000,0.12000
,,,-705400000.000000000000,0.12000
,,,-705300050.000000000000,0.08000
,,,-705200000.000000000000,0.08000
,,,-705100050.000000000000,0.08000
,,,-705000000.000000000000,0.08000
,,,-704900050.000000000000,0.12000
,,,-704800000.000000000000,0.08000
,,,-704700050.000000000000,0.12000
,,,-704600000.000000000000,0.12000
,,,-704500050.000000000000,0.04000
,,,-704400000.000000000000,0.08000
,,,-704300050.000000000000,0.08000
,,,-704200000.000000000000,0.08000
,,,-704100050.000000000000,0.04000
,,,-704000000.000000000000,0.04000
,,,-703900050.000000000000,0.16000
,,,-703800000.000000000000,0.16000
,,,-703700050.000000000000,0.12000
,,,-703600000.000000000000,0.08000
,,,-703500050.000000000000,0.12000
,,,-703400000.000000000000,0.04000
,,,-703300050.000000000000,0.12000
,,,-703200000.000000000000,0.12000
,,,-703100050.000000000000,0.12000
,,,-703000000.000000000000,0.16000
,,,-702900050.000000000000,0.12000
,,,-702800000.000000000000,0.12000
,,,-702700050.000000000000,0.04000
,,,-702600000.000000000000,0.08000
,,,-702500050.000000000000,0.08000
,,,-702400000.000000000000,0.16000
,,,-702300050.000000000000,0.12000
,,,-702200000.000000000000,0.12000
,,,-702100050.000000000000,0.16000
,,,-702000000.000000000000,0.08000
,,,-701900050.000000000000,0.04000
,,,-701800000.000000000000,0.04000
,,,-701700050.000000000000,0.12000
,,,-701600000.000000000000,0.08000
,,,-701500050.000000000000,0.08000
,,,-701400000.000000000000,0.04000
,,,-701300050.000000000000,0.08000
,,,-701200000.000000000000,0.08000
,,,-701100050.000000000000,0.12000
,,,-701000000.000000000000,0.12000
,,,-700900050.000000000000,0.08000
,,,-700800000.000000000000,0.12000
,,,-700700050.000000000000,0.08000
,,,-700600000.000000000000,0.16000
,,,-700500050.000000000000,0.00
,,,-700400000.000000000000,0.16000
,,,-700300050.000000000000,0.08000
,,,-700200000.000000000000,0.04000
,,,-700100050.000000000000,0.04000
,,,-700000000.000000000000,0.08000
,,,-699900050.000000000000,0.12000
,,,-699800000.000000000000,0.08000
,,,-699700050.000000000000,0.04000
,,,-699600000.000000000000,0.04000
,,,-699500050.000000000000,0.08000
,,,-699400000.000000000000,0.08000
,,,-699300050.000000000000,0.12000
,,,-699200000.000000000000,0.16000
,,,-699100050.000000000000,0.12000
,,,-699000000.000000000000,0.12000
,,,-698900050.000000000000,0.04000
,,,-698800000.000000000000,0.12000
,,,-698700050.000000000000,0.16000
,,,-698600000.000000000000,0.12000
,,,-698500050.000000000000,0.16000
,,,-698400000.000000000000,0.04000
,,,-698300050.000000000000,0.04000
,,,-698200000.000000000000,0.16000
,,,-698100050.000000000000,0.08000
,,,-698000000.000000000000,0.08000
,,,-697900050.000000000000,0.08000
,,,-697800000.000000000000,0.04000
,,,-697700050.000000000000,0.12000
,,,-697600000.000000000000,0.04000
,,,-697500050.000000000000,0.12000
,,,-697400000.000000000000,0.04000
,,,-697300050.000000000000,0.00
,,,-697200000.000000000000,0.12000
,,,-697100050.000000000000,0.08000
,,,-697000000.000000000000,0.04000
,,,-696900050.000000000000,0.08000
,,,-696800000.000000000000,0.12000
,,,-696700050.000000000000,0.08000
,,,-696600000.000000000000,0.12000
,,,-696500050.000000000000,0.00
,,,-696400000.000000000000,0.16000
,,,-696300050.000000000000,0.04000
,,,-696200000.000000000000,0.12000
,,,-696100050.000000000000,0.08000
,,,-696000000.000000000000,0.12000
,,,-695900050.000000000000,0.12000
,,,-695800000.000000000000,0.12000
,,,-695700050.000000000000,0.04000
,,,-695600000.000000000000,0.12000
,,,-695500050.000000000000,0.12000
,,,-695400000.000000000000,0.04000
,,,-695300050.000000000000,0.00
,,,-695200000.000000000000,0.00
,,,-695100050.000000000000,0.00
,,,-695000000.000000000000,0.12000
,,,-694900050.000000000000,0.08000
,,,-694800000.000000000000,0.12000
,,,-694700050.000000000000,0.12000
,,,-694600000.000000000000,0.08000
,,,-694500050.000000000000,0.12000
,,,-694400000.000000000000,0.12000
,,,-694300050.000000000000,0.16000
,,,-694200000.000000000000,0.08000
,,,-694100050.000000000000,0.04000
,,,-694000000.000000000000,0.00
,,,-693900050.000000000000,0.12000
,,,-693800000.000000000000,0.12000
,,,-693700050.000000000000,0.12000
,,,-693600000.000000000000,0.08000
,,,-693500050.000000000000,0.08000
,,,-693400000.000000000000,0.08000
,,,-693300050.000000000000,0.04000
,,,-693200000.000000000000,0.12000
,,,-693100050.000000000000,0.12000
,,,-693000000.000000000000,0.12000
,,,-692900050.000000000000,0.16000
,,,-692800000.000000000000,0.04000
,,,-692700050.000000000000,0.12000
,,,-692600000.000000000000,0.16000
,,,-692500050.000000000000,0.12000
,,,-692400000.000000000000,0.08000
,,,-692300050.000000000000,0.12000
,,,-692200000.000000000000,0.12000
,,,-692100050.000000000000,0.12000
,,,-692000000.000000000000,0.12000
,,,-691900050.000000000000,0.16000
,,,-691800000.000000000000,0.12000
,,,-691700050.000000000000,0.12000
,,,-691600000.000000000000,0.04000
,,,-691500050.000000000000,0.00
,,,-691400000.000000000000,0.12000
,,,-691300050.000000000000,0.12000
,,,-691200000.000000000000,0.12000
,,,-691100050.000000000000,0.12000
,,,-691000000.000000000000,0.12000
,,,-690900050.000000000000,0.04000
,,,-690800000.000000000000,0.16000
,,,-690700050.000000000000,0.12000
,,,-690600000.000000000000,0.04000
,,,-690500050.000000000000,0.08000
,,,-690400000.000000000000,0.12000
,,,-690300050.000000000000,0.08000
,,,-690200000.000000000000,0.12000
,,,-690100050.000000000000,0.12000
,,,-690000000.000000000000,0.08000
,,,-689900050.000000000000,0.08000
,,,-689800000.000000000000,0.16000
,,,-689700050.000000000000,0.08000
,,,-689600000.000000000000,0.08000
,,,-689500050.000000000000,0.12000
,,,-689400000.000000000000,0.12000
,,,-689300050.000000000000,0.04000
,,,-689200000.000000000000,0.12000
,,,-689100050.000000000000,0.12000
,,,-689000000.000000000000,0.16000
,,,-688900050.000000000000,0.08000
,,,-688800000.000000000000,0.12000
,,,-688700050.000000000000,0.12000
,,,-688600000.000000000000,0.08000
,,,-688500050.000000000000,0.12000
,,,-688400000.000000000000,0.04000
,,,-688300050.000000000000,0.12000
,,,-688200000.000000000000,0.12000
,,,-688100050.000000000000,0.04000
,,,-688000000.000000000000,0.12000
,,,-687900050.000000000000,0.08000
,,,-687800000.000000000000,0.04000
,,,-687700050.000000000000,0.08000
,,,-687600000.000000000000,0.12000
,,,-687500050.000000000000,0.08000
,,,-687400000.000000000000,0.12000
,,,-687300050.000000000000,0.04000
,,,-687200000.000000000000,0.12000
,,,-687100050.000000000000,0.16000
,,,-687000000.000000000000,0.08000
,,,-686900050.000000000000,0.04000
,,,-686800000.000000000000,0.12000
,,,-686700050.000000000000,0.08000
,,,-686600000.000000000000,0.08000
,,,-686500050.000000000000,0.16000
,,,-686400000.000000000000,0.08000
,,,-686300050.000000000000,0.12000
,,,-686200000.000000000000,0.12000
,,,-686100050.000000000000,0.12000
,,,-686000000.000000000000,0.12000
,,,-685900050.000000000000,0.12000
,,,-685800000.000000000000,0.08000
,,,-685700050.000000000000,0.12000
,,,-685600000.000000000000,0.12000
,,,-685500050.000000000000,0.08000
,,,-685400000.000000000000,0.08000
,,,-685300050.000000000000,0.08000
,,,-685200000.000000000000,0.04000
,,,-685100050.000000000000,0.04000
,,,-685000000.000000000000,0.16000
,,,-684900050.000000000000,0.12000
,,,-684800000.000000000000,0.08000
,,,-684700050.000000000000,0.16000
,,,-684600000.000000000000,0.08000
,,,-684500050.000000000000,0.04000
,,,-684400000.000000000000,0.12000
,,,-684300050.000000000000,0.04000
,,,-684200000.000000000000,0.16000
,,,-684100050.000000000000,0.12000
,,,-684000000.000000000000,0.08000
,,,-683900050.000000000000,0.08000
,,,-683800000.000000000000,0.12000
,,,-683700050.000000000000,0.04000
,,,-683600000.000000000000,0.16000
,,,-683500050.000000000000,0.12000
,,,-683400000.000000000000,0.12000
,,,-683300050.000000000000,0.00
,,,-683200000.000000000000,0.08000
,,,-683100050.000000000000,0.08000
,,,-683000000.000000000000,0.12000
,,,-682900050.000000000000,0.12000
,,,-682800000.000000000000,0.12000
,,,-682700050.000000000000,0.04000
,,,-682600000.000000000000,0.08000
,,,-682500050.000000000000,0.04000
,,,-682400000.000000000000,0.04000
,,,-682300050.000000000000,0.08000
,,,-682200000.000000000000,0.12000
,,,-682100050.000000000000,0.08000
,,,-682000000.000000000000,0.08000
,,,-681900050.000000000000,0.00
,,,-681800000.000000000000,0.08000
,,,-681700050.000000000000,0.16000
,,,-681600000.000000000000,0.12000
,,,-681500050.000000000000,0.08000
,,,-681400000.000000000000,0.08000
,,,-681300050.000000000000,0.04000
,,,-681200000.000000000000,0.12000
,,,-681100050.000000000000,0.12000
,,,-681000000.000000000000,0.04000
,,,-680900050.000000000000,0.16000
,,,-680800000.000000000000,0.12000
,,,-680700050.000000000000,0.04000
,,,-680600000.000000000000,0.12000
,,,-680500050.000000000000,0.20000
,,,-680400000.000000000000,0.08000
,,,-680300050.000000000000,0.12000
,,,-680200000.000000000000,0.12000
,,,-680100050.000000000000,0.12000
,,,-680000000.000000000000,0.04000
,,,-679900050.000000000000,0.12000
,,,-679800000.000000000000,0.16000
,,,-679700050.000000000000,0.04000
,,,-679600000.000000000000,0.08000
,,,-679500050.000000000000,0.00
,,,-679400000.000000000000,0.04000
,,,-679300050.000000000000,0.16000
,,,-679200000.000000000000,0.08000
,,,-679100050.000000000000,0.00
,,,-679000000.000000000000,0.08000
,,,-678900050.000000000000,0.12000
,,,-678800000.000000000000,0.12000
,,,-678700050.000000000000,0.12000
,,,-678600000.000000000000,0.08000
,,,-678500050.000000000000,0.16000
,,,-678400000.000000000000,0.08000
,,,-678300050.000000000000,0.04000
,,,-678200000.000000000000,0.00
,,,-678100050.000000000000,0.16000
,,,-678000000.000000000000,0.04000
,,,-677900050.000000000000,0.12000
,,,-677800000.000000000000,0.12000
,,,-677700050.000000000000,0.20000
,,,-677600000.000000000000,0.12000
,,,-677500050.000000000000,0.12000
,,,-677400000.000000000000,0.12000
,,,-677300050.000000000000,0.04000
,,,-677200000.000000000000,0.16000
,,,-677100050.000000000000,0.08000
,,,-677000000.000000000000,0.00
,,,-676900050.000000000000,0.08000
,,,-676800000.000000000000,0.08000
,,,-676700050.000000000000,0.08000
,,,-676600000.000000000000,0.04000
,,,-676500050.000000000000,0.04000
,,,-676400000.000000000000,0.12000
,,,-676300050.000000000000,0.12000
,,,-676200000.000000000000,0.04000
,,,-676100050.000000000000,0.16000
,,,-676000000.000000000000,0.04000
,,,-675900050.000000000000,0.08000
,,,-675800000.000000000000,0.00
,,,-675700050.000000000000,0.04000
,,,-675600000.000000000000,0.04000
,,,-675500050.000000000000,0.04000
,,,-675400000.000000000000,0.16000
,,,-675300050.000000000000,0.12000
,,,-675200000.000000000000,0.12000
,,,-675100050.000000000000,0.12000
,,,-675000000.000000000000,0.08000
,,,-674900050.000000000000,0.16000
,,,-674800000.000000000000,0.12000
,,,-674700050.000000000000,0.04000
,,,-674600000.000000000000,0.12000
,,,-674500050.000000000000,0.12000
,,,-674400000.000000000000,0.08000
,,,-674300050.000000000000,0.04000
,,,-674200000.000000000000,0.12000
,,,-674100050.000000000000,0.12000
,,,-674000000.000000000000,0.16000
,,,-673900050.000000000000,0.04000
,,,-673800000.000000000000,0.00
,,,-673700050.000000000000,0.04000
,,,-673600000.000000000000,0.12000
,,,-673500050.000000000000,0.12000
,,,-673400000.000000000000,0.08000
,,,-673300050.000000000000,0.16000
,,,-673200000.000000000000,0.12000
,,,-673100050.000000000000,0.12000
,,,-673000000.000000000000,0.08000
,,,-672900050.000000000000,0.12000
,,,-672800000.000000000000,0.04000
,,,-672700050.000000000000,0.08000
,,,-672600000.000000000000,0.08000
,,,-672500050.000000000000,0.04000
,,,-672400000.000000000000,0.12000
,,,-672300050.000000000000,0.08000
,,,-672200000.000000000000,0.16000
,,,-672100050.000000000000,0.12000
,,,-672000000.000000000000,0.16000
,,,-671900050.000000000000,0.12000
,,,-671800000.000000000000,0.12000
,,,-671700050.000000000000,0.08000
,,,-671600000.000000000000,0.04000
,,,-671500050.000000000000,0.04000
,,,-671400000.000000000000,0.12000
,,,-671300050.000000000000,0.08000
,,,-671200000.000000000000,0.12000
,,,-671100050.000000000000,0.04000
,,,-671000000.000000000000,0.16000
,,,-670900050.000000000000,0.04000
,,,-670800000.000000000000,0.16000
,,,-670700050.000000000000,0.12000
,,,-670600000.000000000000,0.08000
,,,-670500050.000000000000,0.12000
,,,-670400000.000000000000,0.12000
,,,-670300050.000000000000,0.08000
,,,-670200000.000000000000,0.12000
,,,-670100050.000000000000,0.12000
,,,-670000000.000000000000,0.12000
,,,-669900050.000000000000,0.08000
,,,-669800000.000000000000,0.16000
,,,-669700050.000000000000,0.08000
,,,-669600000.000000000000,0.08000
,,,-669500050.000000000000,0.04000
,,,-669400000.000000000000,0.12000
,,,-669300050.000000000000,0.04000
,,,-669200000.000000000000,0.08000
,,,-669100050.000000000000,0.12000
,,,-669000000.000000000000,0.04000
,,,-668900050.000000000000,0.12000
,,,-668800000.000000000000,0.04000
,,,-668700050.000000000000,0.12000
,,,-668600000.000000000000,0.08000
,,,-668500050.000000000000,0.12000
,,,-668400000.000000000000,0.12000
,,,-668300050.000000000000,0.04000
,,,-668200000.000000000000,0.08000
,,,-668100050.000000000000,0.08000
,,,-668000000.000000000000,0.04000
,,,-667900050.000000000000,0.12000
,,,-667800000.000000000000,0.04000
,,,-667700050.000000000000,0.12000
,,,-667600000.000000000000,0.08000
,,,-667500050.000000000000,0.08000
,,,-667400000.000000000000,0.12000
,,,-667300050.000000000000,0.12000
,,,-667200000.000000000000,0.04000
,,,-667100050.000000000000,0.12000
,,,-667000000.000000000000,0.08000
,,,-666900050.000000000000,0.12000
,,,-666800000.000000000000,0.12000
,,,-666700050.000000000000,0.08000
,,,-666600000.000000000000,0.08000
,,,-666500050.000000000000,0.12000
,,,-666400000.000000000000,0.08000
,,,-666300050.000000000000,0.08000
,,,-666200000.000000000000,0.08000
,,,-666100050.000000000000,0.08000
,,,-666000000.000000000000,0.12000
,,,-665900050.000000000000,0.04000
,,,-665800000.000000000000,0.12000
,,,-665700050.000000000000,0.12000
,,,-665600000.000000000000,0.04000
,,,-665500050.000000000000,0.12000
,,,-665400000.000000000000,0.00
,,,-665300050.000000000000,0.04000
,,,-665200000.000000000000,0.12000
,,,-665100050.000000000000,0.12000
,,,-665000000.000000000000,0.12000
,,,-664900050.000000000000,0.16000
,,,-664800000.000000000000,0.12000
,,,-664700050.000000000000,0.04000
,,,-664600000.000000000000,0.08000
,,,-664500050.000000000000,0.04000
,,,-664400000.000000000000,0.04000
,,,-664300050.000000000000,0.12000
,,,-664200000.000000000000,0.08000
,,,-664100050.000000000000,0.04000
,,,-664000000.000000000000,0.04000
,,,-663900050.000000000000,0.12000
,,,-663800000.000000000000,0.12000
,,,-663700050.000000000000,0.12000
,,,-663600000.000000000000,0.04000
,,,-663500050.000000000000,0.08000
,,,-663400000.000000000000,0.04000
,,,-663300050.000000000000,0.16000
,,,-663200000.000000000000,0.08000
,,,-663100050.000000000000,0.04000
,,,-663000000.000000000000,0.08000
,,,-662900050.000000000000,0.04000
,,,-662800000.000000000000,0.12000
,,,-662700050.000000000000,0.12000
,,,-662600000.000000000000,0.08000
,,,-662500050.000000000000,0.04000
,,,-662400000.000000000000,0.12000
,,,-662300050.000000000000,0.08000
,,,-662200000.000000000000,0.08000
,,,-662100050.000000000000,0.12000
,,,-662000000.000000000000,0.12000
,,,-661900050.000000000000,0.08000
,,,-661800000.000000000000,0.08000
,,,-661700050.000000000000,0.00
,,,-661600000.000000000000,0.12000
,,,-661500050.000000000000,0.16000
,,,-661400000.000000000000,0.12000
,,,-661300050.000000000000,0.04000
,,,-661200000.000000000000,0.12000
,,,-661100050.000000000000,0.04000
,,,-661000000.000000000000,0.04000
,,,-660900050.000000000000,0.12000
,,,-660800000.000000000000,0.08000
,,,-660700050.000000000000,0.08000
,,,-660600000.000000000000,0.12000
,,,-660500050.000000000000,0.16000
,,,-660400000.000000000000,0.12000
,,,-660300050.000000000000,0.12000
,,,-660200000.000000000000,0.08000
,,,-660100050.000000000000,0.08000
,,,-660000000.000000000000,0.08000
,,,-659900050.000000000000,0.08000
,,,-659800000.000000000000,0.08000
,,,-659700050.000000000000,0.12000
,,,-659600000.000000000000,0.12000
,,,-659500050.000000000000,0.04000
,,,-659400000.000000000000,0.12000
,,,-659300050.000000000000,0.04000
,,,-659200000.000000000000,0.16000
,,,-659100050.000000000000,0.00
,,,-659000000.000000000000,0.12000
,,,-658900050.000000000000,0.16000
,,,-658800000.000000000000,0.04000
,,,-658700050.000000000000,0.04000
,,,-658600000.000000000000,0.12000
,,,-658500050.000000000000,0.08000
,,,-658400000.000000000000,0.12000
,,,-658300050.000000000000,0.16000
,,,-658200000.000000000000,0.08000
,,,-658100050.000000000000,0.08000
,,,-658000000.000000000000,0.08000
,,,-657900050.000000000000,0.08000
,,,-657800000.000000000000,0.04000
,,,-657700050.000000000000,0.12000
,,,-657600000.000000000000,0.08000
,,,-657500050.000000000000,0.12000
,,,-657400000.000000000000,0.12000
,,,-657300050.000000000000,0.08000
,,,-657200000.000000000000,0.04000
,,,-657100050.000000000000,0.04000
,,,-657000000.000000000000,0.08000
,,,-656900050.000000000000,0.08000
,,,-656800000.000000000000,0.04000
,,,-656700050.000000000000,0.12000
,,,-656600000.000000000000,0.08000
,,,-656500050.000000000000,0.04000
,,,-656400000.000000000000,0.04000
,,,-656300050.000000000000,0.00
,,,-656200000.000000000000,0.12000
,,,-656100050.000000000000,0.12000
,,,-656000000.000000000000,0.08000
,,,-655900050.000000000000,0.08000
,,,-655800000.000000000000,0.08000
,,,-655700050.000000000000,0.04000
,,,-655600000.000000000000,0.16000
,,,-655500050.000000000000,0.08000
,,,-655400000.000000000000,0.08000
,,,-655300050.000000000000,0.04000
,,,-655200000.000000000000,0.04000
,,,-655100050.000000000000,0.04000
,,,-655000000.000000000000,0.16000
,,,-654900050.000000000000,0.16000
,,,-654800000.000000000000,0.12000
,,,-654700050.000000000000,0.12000
,,,-654600000.000000000000,0.04000
,,,-654500050.000000000000,0.12000
,,,-654400000.000000000000,0.08000
,,,-654300050.000000000000,0.04000
,,,-654200000.000000000000,0.08000
,,,-654100050.000000000000,0.04000
,,,-654000000.000000000000,0.00
,,,-653900050.000000000000,0.12000
,,,-653800000.000000000000,0.08000
,,,-653700050.000000000000,0.16000
,,,-653600000.000000000000,0.04000
,,,-653500050.000000000000,0.08000
,,,-653400000.000000000000,0.08000
,,,-653300050.000000000000,0.12000
,,,-653200000.000000000000,0.12000
,,,-653100050.000000000000,0.12000
,,,-653000000.000000000000,0.04000
,,,-652900050.000000000000,0.16000
,,,-652800000.000000000000,0.04000
,,,-652700050.000000000000,0.12000
,,,-652600000.000000000000,0.04000
,,,-652500050.000000000000,0.12000
,,,-652400000.000000000000,0.04000
,,,-652300050.000000000000,0.12000
,,,-652200000.000000000000,0.08000
,,,-652100050.000000000000,0.12000
,,,-652000000.000000000000,0.08000
,,,-651900050.000000000000,0.04000
,,,-651800000.000000000000,0.00
,,,-651700050.000000000000,0.04000
,,,-651600000.000000000000,0.04000
,,,-651500050.000000000000,0.04000
,,,-651400000.000000000000,0.12000
,,,-651300050.000000000000,0.16000
,,,-651200000.000000000000,0.04000
,,,-651100050.000000000000,0.08000
,,,-651000000.000000000000,0.04000
,,,-650900050.000000000000,0.12000
,,,-650800000.000000000000,0.00
,,,-650700050.000000000000,0.04000
,,,-650600000.000000000000,0.04000
,,,-650500050.000000000000,0.08000
,,,-650400000.000000000000,0.12000
,,,-650300050.000000000000,0.12000
,,,-650200000.000000000000,0.08000
,,,-650100050.000000000000,0.08000
,,,-650000000.000000000000,0.08000
,,,-649900050.000000000000,0.08000
,,,-649800000.000000000000,0.12000
,,,-649700050.000000000000,0.12000
,,,-649600000.000000000000,0.04000
,,,-649500050.000000000000,0.12000
,,,-649400000.000000000000,0.12000
,,,-649300050.000000000000,0.12000
,,,-649200000.000000000000,0.12000
,,,-649100050.000000000000,0.08000
,,,-649000000.000000000000,0.04000
,,,-648900050.000000000000,0.08000
,,,-648800000.000000000000,0.04000
,,,-648700050.000000000000,0.08000
,,,-648600000.000000000000,0.12000
,,,-648500050.000000000000,0.00
,,,-648400000.000000000000,0.04000
,,,-648300050.000000000000,0.08000
,,,-648200000.000000000000,0.00
,,,-648100050.000000000000,0.08000
,,,-648000000.000000000000,0.12000
,,,-647900050.000000000000,0.04000
,,,-647800000.000000000000,0.12000
,,,-647700050.000000000000,0.04000
,,,-647600000.000000000000,0.16000
,,,-647500050.000000000000,0.12000
,,,-647400000.000000000000,0.12000
,,,-647300050.000000000000,0.16000
,,,-647200000.000000000000,0.12000
,,,-647100050.000000000000,0.12000
,,,-647000000.000000000000,0.12000
,,,-646900050.000000000000,0.04000
,,,-646800000.000000000000,0.04000
,,,-646700050.000000000000,0.16000
,,,-646600000.000000000000,0.08000
,,,-646500050.000000000000,0.08000
,,,-646400000.000000000000,0.08000
,,,-646300050.000000000000,0.00
,,,-646200000.000000000000,0.16000
,,,-646100050.000000000000,0.12000
,,,-646000000.000000000000,0.04000
,,,-645900050.000000000000,0.04000
,,,-645800000.000000000000,0.12000
,,,-645700050.000000000000,0.08000
,,,-645600000.000000000000,0.04000
,,,-645500050.000000000000,0.12000
,,,-645400000.000000000000,0.08000
,,,-645300050.000000000000,0.08000
,,,-645200000.000000000000,0.12000
,,,-645100050.000000000000,0.12000
,,,-645000000.000000000000,0.04000
,,,-644900050.000000000000,0.04000
,,,-644800000.000000000000,0.00
,,,-644700050.000000000000,0.08000
,,,-644600000.000000000000,0.04000
,,,-644500050.000000000000,0.04000
,,,-644400000.000000000000,0.08000
,,,-644300050.000000000000,0.08000
,,,-644200000.000000000000,0.00
,,,-644100050.000000000000,0.08000
,,,-644000000.000000000000,0.12000
,,,-643900050.000000000000,0.08000
,,,-643800000.000000000000,0.12000
,,,-643700050.000000000000,0.04000
,,,-643600000.000000000000,0.08000
,,,-643500050.000000000000,0.12000
,,,-643400000.000000000000,0.04000
,,,-643300050.000000000000,0.04000
,,,-643200000.000000000000,0.08000
,,,-643100050.000000000000,0.08000
,,,-643000000.000000000000,0.08000
,,,-642900050.000000000000,0.04000
,,,-642800000.000000000000,0.12000
,,,-642700050.000000000000,0.08000
,,,-642600000.000000000000,0.12000
,,,-642500050.000000000000,0.08000
,,,-642400000.000000000000,0.04000
,,,-642300050.000000000000,0.04000
,,,-642200000.000000000000,0.12000
,,,-642100050.000000000000,0.12000
,,,-642000000.000000000000,0.04000
,,,-641900050.000000000000,0.12000
,,,-641800000.000000000000,0.08000
,,,-641700050.000000000000,0.08000
,,,-641600000.000000000000,0.12000
,,,-641500050.000000000000,0.04000
,,,-641400000.000000000000,0.00
,,,-641300050.000000000000,0.12000
,,,-641200000.000000000000,0.04000
,,,-641100050.000000000000,0.08000
,,,-641000000.000000000000,0.04000
,,,-640900050.000000000000,0.12000
,,,-640800000.000000000000,0.04000
,,,-640700050.000000000000,0.12000
,,,-640600000.000000000000,0.12000
,,,-640500050.000000000000,0.08000
,,,-640400000.000000000000,0.04000
,,,-640300050.000000000000,0.04000
,,,-640200000.000000000000,0.12000
,,,-640100050.000000000000,0.12000
,,,-640000000.000000000000,0.04000
,,,-639900050.000000000000,0.08000
,,,-639800000.000000000000,0.08000
,,,-639700050.000000000000,0.12000
,,,-639600000.000000000000,0.00
,,,-639500050.000000000000,0.20000
,,,-639400000.000000000000,0.04000
,,,-639300050.000000000000,0.08000
,,,-639200000.000000000000,0.04000
,,,-639100050.000000000000,0.08000
,,,-639000000.000000000000,0.12000
,,,-638900050.000000000000,0.12000
,,,-638800000.000000000000,0.16000
,,,-638700050.000000000000,0.12000
,,,-638600000.000000000000,0.08000
,,,-638500050.000000000000,0.12000
,,,-638400000.000000000000,0.12000
,,,-638300050.000000000000,0.08000
,,,-638200000.000000000000,0.00
,,,-638100050.000000000000,0.12000
