Record Length,15000,,Source,CH1
,,,-618300050.000000000000,0.00
,,,-618200000.000000000000,0.04000
,,,-618100050.000000000000,0.04000
,,,-618000000.000000000000,0.04000
,,,-617900050.000000000000,-0.04000
,,,-617800000.000000000000,0.08000
,,,-617700050.000000000000,0.00
,,,-617600000.000000000000,0.08000
,,,-617500050.000000000000,0.12000
,,,-617400000.000000000000,0.04000
,,,-617300050.000000000000,0.00
,,,-617200000.000000000000,0.00
,,,-617100050.000000000000,0.04000
,,,-617000000.000000000000,0.04000
,,,-616900050.000000000000,0.00
,,,-616800000.000000000000,0.04000
,,,-616700050.000000000000,0.08000
,,,-616600000.000000000000,0.04000
,,,-616500050.000000000000,0.08000
,,,-616400000.000000000000,0.00
,,,-616300050.000000000000,0.04000
,,,-616200000.000000000000,0.04000
,,,-616100050.000000000000,0.00
,,,-616000000.000000000000,0.00
,,,-615900050.000000000000,0.04000
,,,-615800000.000000000000,0.04000
,,,-615700050.000000000000,0.04000
,,,-615600000.000000000000,0.00
,,,-615500050.000000000000,0.04000
,,,-615400000.000000000000,0.00
,,,-615300050.000000000000,0.08000
,,,-615200000.000000000000,0.00
,,,-615100050.000000000000,0.00
,,,-615000000.000000000000,0.04000
,,,-614900050.000000000000,0.12000
,,,-614800000.000000000000,0.12000
,,,-614700050.000000000000,0.04000
,,,-614600000.000000000000,0.04000
,,,-614500050.000000000000,0.04000
,,,-614400000.000000000000,0.00
,,,-614300050.000000000000,0.08000
,,,-614200000.000000000000,0.04000
,,,-614100050.000000000000,0.04000
,,,-614000000.000000000000,0.04000
,,,-613900050.000000000000,0.08000
,,,-613800000.000000000000,0.00
,,,-613700050.000000000000,0.08000
,,,-613600000.000000000000,0.00
,,,-613500050.000000000000,0.00
,,,-613400000.000000000000,0.04000
,,,-613300050.000000000000,0.12000
,,,-613200000.000000000000,0.00
,,,-613100050.000000000000,0.00
,,,-613000000.000000000000,0.04000
,,,-612900050.000000000000,0.04000
,,,-612800000.000000000000,-0.04000
,,,-612700050.000000000000,0.00
,,,-612600000.000000000000,0.04000
,,,-612500050.000000000000,0.08000
,,,-612400000.000000000000,0.04000
,,,-612300050.000000000000,0.00
,,,-612200000.000000000000,-0.04000
,,,-612100050.000000000000,0.00
,,,-612000000.000000000000,0.04000
,,,-611900050.000000000000,0.04000
,,,-611800000.000000000000,0.08000
,,,-611700050.000000000000,0.08000
,,,-611600000.000000000000,0.04000
,,,-611500050.000000000000,0.04000
,,,-611400000.000000000000,0.00
,,,-611300050.000000000000,0.08000
,,,-611200000.000000000000,0.04000
,,,-611100050.000000000000,0.00
,,,-611000000.000000000000,0.08000
,,,-610900050.000000000000,0.00
,,,-610800000.000000000000,0.08000
,,,-610700050.000000000000,0.04000
,,,-610600000.000000000000,0.16000
,,,-610500050.000000000000,0.08000
,,,-610400000.000000000000,0.04000
,,,-610300050.000000000000,0.08000
,,,-610200000.000000000000,0.12000
,,,-610100050.000000000000,0.12000
,,,-610000000.000000000000,0.04000
,,,-609900050.000000000000,0.04000
,,,-609800000.000000000000,0.04000
,,,-609700050.000000000000,0.04000
,,,-609600000.000000000000,0.04000
,,,-609500050.000000000000,0.00
,,,-609400000.000000000000,-0.04000
,,,-609300050.000000000000,0.04000
,,,-609200000.000000000000,0.04000
,,,-609100050.000000000000,-0.04000
,,,-609000000.000000000000,0.00
,,,-608900050.000000000000,0.04000
,,,-608800000.000000000000,0.08000
,,,-608700050.000000000000,-0.04000
,,,-608600000.000000000000,0.12000
,,,-608500050.000000000000,0.04000
,,,-608400000.000000000000,0.08000
,,,-608300050.000000000000,0.08000
,,,-608200000.000000000000,0.00
,,,-608100050.000000000000,0.04000
,,,-608000000.000000000000,0.08000
,,,-607900050.000000000000,0.04000
,,,-607800000.000000000000,0.00
,,,-607700050.000000000000,0.04000
,,,-607600000.000000000000,0.08000
,,,-607500050.000000000000,0.00
,,,-607400000.000000000000,0.00
,,,-607300050.000000000000,0.00
,,,-607200000.000000000000,0.04000
,,,-607100050.000000000000,0.00
,,,-607000000.000000000000,0.04000
,,,-606900050.000000000000,0.00
,,,-606800000.000000000000,0.00
,,,-606700050.000000000000,0.08000
,,,-606600000.000000000000,0.00
,,,-606500050.000000000000,0.00
,,,-606400000.000000000000,0.04000
,,,-606300050.000000000000,0.12000
,,,-606200000.000000000000,0.00
,,,-606100050.000000000000,0.00
,,,-606000000.000000000000,0.04000
,,,-605900050.000000000000,0.08000
,,,-605800000.000000000000,0.00
,,,-605700050.000000000000,0.00
,,,-605600000.000000000000,0.08000
,,,-605500050.000000000000,0.04000
,,,-605400000.000000000000,0.08000
,,,-605300050.000000000000,0.12000
,,,-605200000.000000000000,0.00
,,,-605100050.000000000000,0.00
,,,-605000000.000000000000,0.08000
,,,-604900050.000000000000,0.04000
,,,-604800000.000000000000,0.08000
,,,-604700050.000000000000,0.04000
,,,-604600000.000000000000,0.04000
,,,-604500050.000000000000,0.04000
,,,-604400000.000000000000,0.08000
,,,-604300050.000000000000,0.04000
,,,-604200000.000000000000,0.04000
,,,-604100050.000000000000,0.08000
,,,-604000000.000000000000,0.04000
,,,-603900050.000000000000,-0.04000
,,,-603800000.000000000000,0.04000
,,,-603700050.000000000000,0.00
,,,-603600000.000000000000,0.00
,,,-603500050.000000000000,0.04000
,,,-603400000.000000000000,0.12000
,,,-603300050.000000000000,0.04000
,,,-603200000.000000000000,0.08000
,,,-603100050.000000000000,0.08000
,,,-603000000.000000000000,0.04000
,,,-602900050.000000000000,0.04000
,,,-602800000.000000000000,0.00
,,,-602700050.000000000000,0.00
,,,-602600000.000000000000,0.08000
,,,-602500050.000000000000,0.08000
,,,-602400000.000000000000,0.08000
,,,-602300050.000000000000,0.00
,,,-602200000.000000000000,0.00
,,,-602100050.000000000000,0.12000
,,,-602000000.000000000000,0.00
,,,-601900050.000000000000,0.00
,,,-601800000.000000000000,0.00
,,,-601700050.000000000000,0.04000
,,,-601600000.000000000000,0.04000
,,,-601500050.000000000000,0.08000
,,,-601400000.000000000000,0.08000
,,,-601300050.000000000000,0.00
,,,-601200000.000000000000,0.08000
,,,-601100050.000000000000,0.04000
,,,-601000000.000000000000,0.08000
,,,-600900050.000000000000,0.04000
,,,-600800000.000000000000,0.04000
,,,-600700050.000000000000,0.04000
,,,-600600000.000000000000,0.04000
,,,-600500050.000000000000,0.04000
,,,-600400000.000000000000,0.00
,,,-600300050.000000000000,0.04000
,,,-600200000.000000000000,0.04000
,,,-600100050.000000000000,0.04000
,,,-600000000.000000000000,0.04000
,,,-599900050.000000000000,0.12000
,,,-599800000.000000000000,0.00
,,,-599700050.000000000000,0.04000
,,,-599600000.000000000000,0.04000
,,,-599500050.000000000000,0.04000
,,,-599400000.000000000000,0.04000
,,,-599300050.000000000000,0.04000
,,,-599200000.000000000000,0.08000
,,,-599100050.000000000000,0.00
,,,-599000000.000000000000,0.08000
,,,-598900050.000000000000,0.04000
,,,-598800000.000000000000,0.00
,,,-598700050.000000000000,0.04000
,,,-598600000.000000000000,0.00
,,,-598500050.000000000000,-0.04000
,,,-598400000.000000000000,0.04000
,,,-598300050.000000000000,0.00
,,,-598200000.000000000000,0.08000
,,,-598100050.000000000000,0.00
,,,-598000000.000000000000,0.04000
,,,-597900050.000000000000,0.12000
,,,-597800000.000000000000,0.04000
,,,-597700050.000000000000,0.04000
,,,-597600000.000000000000,0.04000
,,,-597500050.000000000000,0.00
,,,-597400000.000000000000,0.00
,,,-597300050.000000000000,0.00
,,,-597200000.000000000000,0.04000
,,,-597100050.000000000000,-0.04000
,,,-597000000.000000000000,0.04000
,,,-596900050.000000000000,-0.04000
,,,-596800000.000000000000,0.04000
,,,-596700050.000000000000,0.04000
,,,-596600000.000000000000,0.00
,,,-596500050.000000000000,0.04000
,,,-596400000.000000000000,0.16000
,,,-596300050.000000000000,0.04000
,,,-596200000.000000000000,0.04000
,,,-596100050.000000000000,0.04000
,,,-596000000.000000000000,0.04000
,,,-595900050.000000000000,0.00
,,,-595800000.000000000000,0.08000
,,,-595700050.000000000000,0.08000
,,,-595600000.000000000000,0.04000
,,,-595500050.000000000000,0.04000
,,,-595400000.000000000000,0.08000
,,,-595300050.000000000000,0.04000
,,,-595200000.000000000000,0.00
,,,-595100050.000000000000,0.00
,,,-595000000.000000000000,0.00
,,,-594900050.000000000000,0.04000
,,,-594800000.000000000000,0.04000
,,,-594700050.000000000000,0.04000
,,,-594600000.000000000000,0.00
,,,-594500050.000000000000,0.00
,,,-594400000.000000000000,0.00
,,,-594300050.000000000000,0.00
,,,-594200000.000000000000,0.00
,,,-594100050.000000000000,0.00
,,,-594000000.000000000000,0.00
,,,-593900050.000000000000,0.04000
,,,-593800000.000000000000,0.04000
,,,-593700050.000000000000,0.00
,,,-593600000.000000000000,0.00
,,,-593500050.000000000000,0.12000
,,,-593400000.000000000000,-0.04000
,,,-593300050.000000000000,-0.04000
,,,-593200000.000000000000,0.00
,,,-593100050.000000000000,0.00
,,,-593000000.000000000000,0.04000
,,,-592900050.000000000000,0.12000
,,,-592800000.000000000000,-0.04000
,,,-592700050.000000000000,0.04000
,,,-592600000.000000000000,0.04000
,,,-592500050.000000000000,0.04000
,,,-592400000.000000000000,0.00
,,,-592300050.000000000000,0.04000
,,,-592200000.000000000000,0.00
,,,-592100050.000000000000,0.00
,,,-592000000.000000000000,0.00
,,,-591900050.000000000000,0.00
,,,-591800000.000000000000,0.04000
,,,-591700050.000000000000,0.08000
,,,-591600000.000000000000,0.04000
,,,-591500050.000000000000,0.00
,,,-591400000.000000000000,0.04000
,,,-591300050.000000000000,0.04000
,,,-591200000.000000000000,0.00
,,,-591100050.000000000000,0.04000
,,,-591000000.000000000000,0.08000
,,,-590900050.000000000000,0.08000
,,,-590800000.000000000000,0.00
,,,-590700050.000000000000,0.08000
,,,-590600000.000000000000,0.08000
,,,-590500050.000000000000,0.04000
,,,-590400000.000000000000,0.08000
,,,-590300050.000000000000,0.04000
,,,-590200000.000000000000,0.04000
,,,-590100050.000000000000,0.04000
,,,-590000000.000000000000,0.04000
,,,-589900050.000000000000,0.04000
,,,-589800000.000000000000,0.00
,,,-589700050.000000000000,0.04000
,,,-589600000.000000000000,0.00
,,,-589500050.000000000000,0.04000
,,,-589400000.000000000000,0.00
,,,-589300050.000000000000,0.08000
,,,-589200000.000000000000,0.08000
,,,-589100050.000000000000,0.04000
,,,-589000000.000000000000,0.08000
,,,-588900050.000000000000,0.12000
,,,-588800000.000000000000,0.04000
,,,-588700050.000000000000,0.00
,,,-588600000.000000000000,0.08000
,,,-588500050.000000000000,0.04000
,,,-588400000.000000000000,0.00
,,,-588300050.000000000000,0.00
,,,-588200000.000000000000,0.04000
,,,-588100050.000000000000,0.04000
,,,-588000000.000000000000,0.00
,,,-587900050.000000000000,0.00
,,,-587800000.000000000000,0.04000
,,,-587700050.000000000000,0.00
,,,-587600000.000000000000,0.04000
,,,-587500050.000000000000,0.04000
,,,-587400000.000000000000,0.04000
,,,-587300050.000000000000,0.00
,,,-587200000.000000000000,0.00
,,,-587100050.000000000000,0.04000
,,,-587000000.000000000000,0.00
,,,-586900050.000000000000,0.00
,,,-586800000.000000000000,0.04000
,,,-586700050.000000000000,0.04000
,,,-586600000.000000000000,0.08000
,,,-586500050.000000000000,0.08000
,,,-586400000.000000000000,0.12000
,,,-586300050.000000000000,0.04000
,,,-586200000.000000000000,0.08000
,,,-586100050.000000000000,0.04000
,,,-586000000.000000000000,0.08000
,,,-585900050.000000000000,0.00
,,,-585800000.000000000000,0.00
,,,-585700050.000000000000,0.04000
,,,-585600000.000000000000,0.04000
,,,-585500050.000000000000,0.04000
,,,-585400000.000000000000,0.00
,,,-585300050.000000000000,0.08000
,,,-585200000.000000000000,0.08000
,,,-585100050.000000000000,0.08000
,,,-585000000.000000000000,0.00
,,,-584900050.000000000000,0.00
,,,-584800000.000000000000,0.08000
,,,-584700050.000000000000,0.04000
,,,-584600000.000000000000,0.08000
,,,-584500050.000000000000,0.08000
,,,-584400000.000000000000,0.04000
,,,-584300050.000000000000,0.04000
,,,-584200000.000000000000,0.04000
,,,-584100050.000000000000,0.04000
,,,-584000000.000000000000,0.04000
,,,-583900050.000000000000,0.00
,,,-583800000.000000000000,0.04000
,,,-583700050.000000000000,0.00
,,,-583600000.000000000000,0.04000
,,,-583500050.000000000000,0.00
,,,-583400000.000000000000,0.04000
,,,-583300050.000000000000,-0.04000
,,,-583200000.000000000000,0.00
,,,-583100050.000000000000,-0.04000
,,,-583000000.000000000000,0.00
,,,-582900050.000000000000,-0.04000
,,,-582800000.000000000000,0.04000
,,,-582700050.000000000000,0.04000
,,,-582600000.000000000000,0.00
,,,-582500050.000000000000,0.04000
,,,-582400000.000000000000,0.04000
,,,-582300050.000000000000,0.00
,,,-582200000.000000000000,0.08000
,,,-582100050.000000000000,0.04000
,,,-582000000.000000000000,0.04000
,,,-581900050.000000000000,0.04000
,,,-581800000.000000000000,0.04000
,,,-581700050.000000000000,0.00
,,,-581600000.000000000000,0.00
,,,-581500050.000000000000,0.04000
,,,-581400000.000000000000,0.04000
,,,-581300050.000000000000,0.00
,,,-581200000.000000000000,0.04000
,,,-581100050.000000000000,0.04000
,,,-581000000.000000000000,0.08000
,,,-580900050.000000000000,0.00
,,,-580800000.000000000000,0.08000
,,,-580700050.000000000000,0.08000
,,,-580600000.000000000000,0.00
,,,-580500050.000000000000,0.00
,,,-580400000.000000000000,0.04000
,,,-580300050.000000000000,-0.04000
,,,-580200000.000000000000,0.04000
,,,-580100050.000000000000,0.04000
,,,-580000000.000000000000,0.00
,,,-579900050.000000000000,0.04000
,,,-579800000.000000000000,-0.04000
,,,-579700050.000000000000,0.04000
,,,-579600000.000000000000,0.00
,,,-579500050.000000000000,0.00
,,,-579400000.000000000000,0.00
,,,-579300050.000000000000,0.00
,,,-579200000.000000000000,0.04000
,,,-579100050.000000000000,0.04000
,,,-579000000.000000000000,0.04000
,,,-578900050.000000000000,0.00
,,,-578800000.000000000000,0.04000
,,,-578700050.000000000000,0.00
,,,-578600000.000000000000,0.04000
,,,-578500050.000000000000,0.04000
,,,-578400000.000000000000,0.08000
,,,-578300050.000000000000,0.00
,,,-578200000.000000000000,-0.04000
,,,-578100050.000000000000,-0.04000
,,,-578000000.000000000000,0.08000
,,,-577900050.000000000000,0.04000
,,,-577800000.000000000000,0.04000
,,,-577700050.000000000000,0.04000
,,,-577600000.000000000000,0.04000
,,,-577500050.000000000000,0.08000
,,,-577400000.000000000000,0.00
,,,-577300050.000000000000,0.00
,,,-577200000.000000000000,0.12000
,,,-577100050.000000000000,0.00
,,,-577000000.000000000000,0.04000
,,,-576900050.000000000000,0.04000
,,,-576800000.000000000000,0.04000
,,,-576700050.000000000000,0.04000
,,,-576600000.000000000000,0.08000
,,,-576500050.000000000000,0.04000
,,,-576400000.000000000000,0.04000
,,,-576300050.000000000000,0.00
,,,-576200000.000000000000,0.00
,,,-576100050.000000000000,0.08000
,,,-576000000.000000000000,0.00
,,,-575900050.000000000000,0.04000
,,,-575800000.000000000000,0.04000
,,,-575700050.000000000000,0.08000
,,,-575600000.000000000000,0.04000
,,,-575500050.000000000000,0.00
,,,-575400000.000000000000,-0.04000
,,,-575300050.000000000000,-0.04000
,,,-575200000.000000000000,0.04000
,,,-575100050.000000000000,0.04000
,,,-575000000.000000000000,0.00
,,,-574900050.000000000000,0.04000
,,,-574800000.000000000000,0.08000
,,,-574700050.000000000000,0.12000
,,,-574600000.000000000000,0.08000
,,,-574500050.000000000000,0.04000
,,,-574400000.000000000000,0.00
,,,-574300050.000000000000,0.04000
,,,-574200000.000000000000,0.00
,,,-574100050.000000000000,0.00
,,,-574000000.000000000000,0.08000
,,,-573900050.000000000000,0.12000
,,,-573800000.000000000000,0.00
,,,-573700050.000000000000,0.04000
,,,-573600000.000000000000,0.08000
,,,-573500050.000000000000,0.04000
,,,-573400000.000000000000,0.04000
,,,-573300050.000000000000,0.04000
,,,-573200000.000000000000,0.04000
,,,-573100050.000000000000,0.04000
,,,-573000000.000000000000,0.04000
,,,-572900050.000000000000,0.04000
,,,-572800000.000000000000,0.00
,,,-572700050.000000000000,0.00
,,,-572600000.000000000000,0.00
,,,-572500050.000000000000,-0.04000
,,,-572400000.000000000000,0.00
,,,-572300050.000000000000,0.00
,,,-572200000.000000000000,0.08000
,,,-572100050.000000000000,0.00
,,,-572000000.000000000000,0.00
,,,-571900050.000000000000,0.12000
,,,-571800000.000000000000,0.00
,,,-571700050.000000000000,0.04000
,,,-571600000.000000000000,0.04000
,,,-571500050.000000000000,-0.04000
,,,-571400000.000000000000,0.00
,,,-571300050.000000000000,0.08000
,,,-571200000.000000000000,0.04000
,,,-571100050.000000000000,0.04000
,,,-571000000.000000000000,0.00
,,,-570900050.000000000000,0.04000
,,,-570800000.000000000000,0.04000
,,,-570700050.000000000000,0.04000
,,,-570600000.000000000000,0.04000
,,,-570500050.000000000000,0.00
,,,-570400000.000000000000,0.04000
,,,-570300050.000000000000,0.00
,,,-570200000.000000000000,0.00
,,,-570100050.000000000000,0.00
,,,-570000000.000000000000,0.08000
,,,-569900050.000000000000,0.08000
,,,-569800000.000000000000,0.08000
,,,-569700050.000000000000,0.04000
,,,-569600000.000000000000,0.00
,,,-569500050.000000000000,0.04000
,,,-569400000.000000000000,0.00
,,,-569300050.000000000000,0.04000
,,,-569200000.000000000000,0.04000
,,,-569100050.000000000000,0.04000
,,,-569000000.000000000000,0.00
,,,-568900050.000000000000,0.04000
,,,-568800000.000000000000,0.00
,,,-568700050.000000000000,0.00
,,,-568600000.000000000000,0.04000
,,,-568500050.000000000000,0.04000
,,,-568400000.000000000000,0.08000
,,,-568300050.000000000000,0.00
,,,-568200000.000000000000,0.04000
,,,-568100050.000000000000,0.04000
,,,-568000000.000000000000,0.04000
,,,-567900050.000000000000,0.04000
,,,-567800000.000000000000,0.00
,,,-567700050.000000000000,0.00
,,,-567600000.000000000000,0.08000
,,,-567500050.000000000000,0.00
,,,-567400000.000000000000,0.08000
,,,-567300050.000000000000,0.00
,,,-567200000.000000000000,0.04000
,,,-567100050.000000000000,0.04000
,,,-567000000.000000000000,0.04000
,,,-566900050.000000000000,0.00
,,,-566800000.000000000000,0.00
,,,-566700050.000000000000,0.00
,,,-566600000.000000000000,0.04000
,,,-566500050.000000000000,0.04000
,,,-566400000.000000000000,0.08000
,,,-566300050.000000000000,0.00
,,,-566200000.000000000000,0.08000
,,,-566100050.000000000000,0.04000
,,,-566000000.000000000000,0.04000
,,,-565900050.000000000000,0.08000
,,,-565800000.000000000000,0.04000
,,,-565700050.000000000000,0.04000
,,,-565600000.000000000000,0.00
,,,-565500050.000000000000,0.00
,,,-565400000.000000000000,0.04000
,,,-565300050.000000000000,0.00
,,,-565200000.000000000000,0.00
,,,-565100050.000000000000,0.00
,,,-565000000.000000000000,0.08000
,,,-564900050.000000000000,0.00
,,,-564800000.000000000000,0.00
,,,-564700050.000000000000,0.12000
,,,-564600000.000000000000,0.04000
,,,-564500050.000000000000,0.00
,,,-564400000.000000000000,0.04000
,,,-564300050.000000000000,0.08000
,,,-564200000.000000000000,0.04000
,,,-564100050.000000000000,0.00
,,,-564000000.000000000000,0.00
,,,-563900050.000000000000,0.00
,,,-563800000.000000000000,0.04000
,,,-563700050.000000000000,0.04000
,,,-563600000.000000000000,0.04000
,,,-563500050.000000000000,0.08000
,,,-563400000.000000000000,0.00
,,,-563300050.000000000000,0.04000
,,,-563200000.000000000000,0.00
,,,-563100050.000000000000,0.12000
,,,-563000000.000000000000,-0.04000
,,,-562900050.000000000000,0.04000
,,,-562800000.000000000000,0.04000
,,,-562700050.000000000000,0.04000
,,,-562600000.000000000000,-0.04000
,,,-562500050.000000000000,0.04000
,,,-562400000.000000000000,0.04000
,,,-562300050.000000000000,0.00
,,,-562200000.000000000000,0.04000
,,,-562100050.000000000000,0.00
,,,-562000000.000000000000,0.04000
,,,-561900050.000000000000,-0.04000
,,,-561800000.000000000000,0.04000
,,,-561700050.000000000000,0.00
,,,-561600000.000000000000,0.04000
,,,-561500050.000000000000,0.04000
,,,-561400000.000000000000,0.00
,,,-561300050.000000000000,0.00
,,,-561200000.000000000000,0.00
,,,-561100050.000000000000,0.04000
,,,-561000000.000000000000,-0.04000
,,,-560900050.000000000000,0.00
,,,-560800000.000000000000,0.04000
,,,-560700050.000000000000,0.04000
,,,-560600000.000000000000,0.12000
,,,-560500050.000000000000,0.08000
,,,-560400000.000000000000,0.04000
,,,-560300050.000000000000,0.08000
,,,-560200000.000000000000,0.00
,,,-560100050.000000000000,0.00
,,,-560000000.000000000000,0.04000
,,,-559900050.000000000000,0.00
,,,-559800000.000000000000,0.04000
,,,-559700050.000000000000,0.04000
,,,-559600000.000000000000,0.00
,,,-559500050.000000000000,0.00
,,,-559400000.000000000000,-0.04000
,,,-559300050.000000000000,0.08000
,,,-559200000.000000000000,0.04000
,,,-559100050.000000000000,-0.04000
,,,-559000000.000000000000,0.00
,,,-558900050.000000000000,0.00
,,,-558800000.000000000000,0.04000
,,,-558700050.000000000000,0.08000
,,,-558600000.000000000000,0.12000
,,,-558500050.000000000000,0.04000
,,,-558400000.000000000000,0.00
,,,-558300050.000000000000,0.04000
,,,-558200000.000000000000,0.00
,,,-558100050.000000000000,0.04000
,,,-558000000.000000000000,0.04000
,,,-557900050.000000000000,0.00
,,,-557800000.000000000000,0.00
,,,-557700050.000000000000,0.04000
,,,-557600000.000000000000,0.08000
,,,-557500050.000000000000,0.08000
,,,-557400000.000000000000,0.04000
,,,-557300050.000000000000,0.00
,,,-557200000.000000000000,0.04000
,,,-557100050.000000000000,0.08000
,,,-557000000.000000000000,0.08000
,,,-556900050.000000000000,0.04000
,,,-556800000.000000000000,0.08000
,,,-556700050.000000000000,-0.04000
,,,-556600000.000000000000,0.04000
,,,-556500050.000000000000,0.04000
,,,-556400000.000000000000,0.08000
,,,-556300050.000000000000,0.04000
,,,-556200000.000000000000,0.00
,,,-556100050.000000000000,0.00
,,,-556000000.000000000000,0.12000
,,,-555900050.000000000000,0.08000
,,,-555800000.000000000000,0.04000
,,,-555700050.000000000000,0.04000
,,,-555600000.000000000000,0.00
,,,-555500050.000000000000,0.04000
,,,-555400000.000000000000,0.04000
,,,-555300050.000000000000,-0.04000
,,,-555200000.000000000000,0.00
,,,-555100050.000000000000,0.00
,,,-555000000.000000000000,0.00
,,,-554900050.000000000000,0.04000
,,,-554800000.000000000000,0.12000
,,,-554700050.000000000000,0.08000
,,,-554600000.000000000000,0.08000
,,,-554500050.000000000000,0.00
,,,-554400000.000000000000,0.04000
,,,-554300050.000000000000,-0.04000
,,,-554200000.000000000000,0.04000
,,,-554100050.000000000000,0.00
,,,-554000000.000000000000,0.04000
,,,-553900050.000000000000,0.04000
,,,-553800000.000000000000,0.08000
,,,-553700050.000000000000,0.04000
,,,-553600000.000000000000,0.00
,,,-553500050.000000000000,0.04000
,,,-553400000.000000000000,0.00
,,,-553300050.000000000000,0.04000
,,,-553200000.000000000000,0.04000
,,,-553100050.000000000000,0.04000
,,,-553000000.000000000000,0.04000
,,,-552900050.000000000000,0.00
,,,-552800000.000000000000,0.04000
,,,-552700050.000000000000,0.00
,,,-552600000.000000000000,0.00
,,,-552500050.000000000000,0.04000
,,,-552400000.000000000000,0.08000
,,,-552300050.000000000000,0.04000
,,,-552200000.000000000000,0.04000
,,,-552100050.000000000000,0.04000
,,,-552000000.000000000000,0.00
,,,-551900050.000000000000,0.00
,,,-551800000.000000000000,0.04000
,,,-551700050.000000000000,0.04000
,,,-551600000.000000000000,0.00
,,,-551500050.000000000000,-0.04000
,,,-551400000.000000000000,0.04000
,,,-551300050.000000000000,0.00
,,,-551200000.000000000000,0.00
,,,-551100050.000000000000,0.00
,,,-551000000.000000000000,0.04000
,,,-550900050.000000000000,0.08000
,,,-550800000.000000000000,0.08000
,,,-550700050.000000000000,0.00
,,,-550600000.000000000000,0.00
,,,-550500050.000000000000,0.04000
,,,-550400000.000000000000,0.04000
,,,-550300050.000000000000,0.04000
,,,-550200000.000000000000,0.04000
,,,-550100050.000000000000,0.04000
,,,-550000000.000000000000,0.00
,,,-549900050.000000000000,0.04000
,,,-549800000.000000000000,-0.04000
,,,-549700050.000000000000,0.08000
,,,-549600000.000000000000,0.00
,,,-549500050.000000000000,0.08000
,,,-549400000.000000000000,0.04000
,,,-549300050.000000000000,0.04000
,,,-549200000.000000000000,0.00
,,,-549100050.000000000000,0.00
,,,-549000000.000000000000,0.12000
,,,-548900050.000000000000,0.04000
,,,-548800000.000000000000,0.12000
,,,-548700050.000000000000,0.04000
,,,-548600000.000000000000,0.16000
,,,-548500050.000000000000,0.12000
,,,-548400000.000000000000,0.08000
,,,-548300050.000000000000,0.12000
,,,-548200000.000000000000,0.16000
,,,-548100050.000000000000,0.08000
,,,-548000000.000000000000,0.16000
,,,-547900050.000000000000,0.04000
,,,-547800000.000000000000,0.12000
,,,-547700050.000000000000,0.16000
,,,-547600000.000000000000,0.16000
,,,-547500050.000000000000,0.16000
,,,-547400000.000000000000,0.16000
,,,-547300050.000000000000,0.16000
,,,-547200000.000000000000,0.16000
