Record Length,15000,,Source,CH1
,,,-744900050.000000000000,0.08000
,,,-744800000.000000000000,0.04000
,,,-744700050.000000000000,0.12000
,,,-744600000.000000000000,0.12000
,,,-744500050.000000000000,0.08000
,,,-744400000.000000000000,0.12000
,,,-744300050.000000000000,0.16000
,,,-744200000.000000000000,0.08000
,,,-744100050.000000000000,0.08000
,,,-744000000.000000000000,0.04000
,,,-743900050.000000000000,0.00
,,,-743800000.000000000000,0.12000
,,,-743700050.000000000000,0.04000
,,,-743600000.000000000000,0.04000
,,,-743500050.000000000000,0.04000
,,,-743400000.000000000000,0.12000
,,,-743300050.000000000000,0.08000
,,,-743200000.000000000000,0.12000
,,,-743100050.000000000000,0.08000
,,,-743000000.000000000000,0.04000
,,,-742900050.000000000000,0.08000
,,,-742800000.000000000000,0.12000
,,,-742700050.000000000000,0.00
,,,-742600000.000000000000,0.04000
,,,-742500050.000000000000,0.16000
,,,-742400000.000000000000,0.12000
,,,-742300050.000000000000,0.08000
,,,-742200000.000000000000,0.04000
,,,-742100050.000000000000,0.04000
,,,-742000000.000000000000,0.04000
,,,-741900050.000000000000,0.16000
,,,-741800000.000000000000,0.04000
,,,-741700050.000000000000,0.08000
,,,-741600000.000000000000,0.04000
,,,-741500050.000000000000,0.04000
,,,-741400000.000000000000,0.12000
,,,-741300050.000000000000,0.08000
,,,-741200000.000000000000,0.08000
,,,-741100050.000000000000,0.08000
,,,-741000000.000000000000,0.04000
,,,-740900050.000000000000,0.04000
,,,-740800000.000000000000,0.12000
,,,-740700050.000000000000,0.08000
,,,-740600000.000000000000,0.00
,,,-740500050.000000000000,0.16000
,,,-740400000.000000000000,0.08000
,,,-740300050.000000000000,0.08000
,,,-740200000.000000000000,0.00
,,,-740100050.000000000000,0.00
,,,-740000000.000000000000,0.08000
,,,-739900050.000000000000,0.08000
,,,-739800000.000000000000,0.12000
,,,-739700050.000000000000,0.04000
,,,-739600000.000000000000,0.04000
,,,-739500050.000000000000,0.04000
,,,-739400000.000000000000,0.08000
,,,-739300050.000000000000,0.12000
,,,-739200000.000000000000,0.12000
,,,-739100050.000000000000,0.04000
,,,-739000000.000000000000,0.08000
,,,-738900050.000000000000,0.04000
,,,-738800000.000000000000,0.04000
,,,-738700050.000000000000,0.04000
,,,-738600000.000000000000,0.04000
,,,-738500050.000000000000,0.04000
,,,-738400000.000000000000,0.12000
,,,-738300050.000000000000,0.04000
,,,-738200000.000000000000,0.08000
,,,-738100050.000000000000,0.12000
,,,-738000000.000000000000,0.12000
,,,-737900050.000000000000,0.04000
,,,-737800000.000000000000,0.12000
,,,-737700050.000000000000,0.12000
,,,-737600000.000000000000,0.12000
,,,-737500050.000000000000,0.08000
,,,-737400000.000000000000,0.04000
,,,-737300050.000000000000,0.12000
,,,-737200000.000000000000,0.08000
,,,-737100050.000000000000,0.12000
,,,-737000000.000000000000,0.08000
,,,-736900050.000000000000,0.04000
,,,-736800000.000000000000,0.08000
,,,-736700050.000000000000,0.12000
,,,-736600000.000000000000,0.04000
,,,-736500050.000000000000,0.12000
,,,-736400000.000000000000,0.08000
,,,-736300050.000000000000,0.12000
,,,-736200000.000000000000,0.12000
,,,-736100050.000000000000,0.12000
,,,-736000000.000000000000,0.12000
,,,-735900050.000000000000,0.04000
,,,-735800000.000000000000,0.08000
,,,-735700050.000000000000,0.00
,,,-735600000.000000000000,0.04000
,,,-735500050.000000000000,0.04000
,,,-735400000.000000000000,0.04000
,,,-735300050.000000000000,0.04000
,,,-735200000.000000000000,0.04000
,,,-735100050.000000000000,0.04000
,,,-735000000.000000000000,0.08000
,,,-734900050.000000000000,0.12000
,,,-734800000.000000000000,0.12000
,,,-734700050.000000000000,0.12000
,,,-734600000.000000000000,0.08000
,,,-734500050.000000000000,0.12000
,,,-734400000.000000000000,0.08000
,,,-734300050.000000000000,0.08000
,,,-734200000.000000000000,0.12000
,,,-734100050.000000000000,0.16000
,,,-734000000.000000000000,0.16000
,,,-733900050.000000000000,0.04000
,,,-733800000.000000000000,0.08000
,,,-733700050.000000000000,0.04000
,,,-733600000.000000000000,0.00
,,,-733500050.000000000000,0.04000
,,,-733400000.000000000000,0.16000
,,,-733300050.000000000000,0.12000
,,,-733200000.000000000000,0.08000
,,,-733100050.000000000000,0.12000
,,,-733000000.000000000000,0.08000
,,,-732900050.000000000000,0.12000
,,,-732800000.000000000000,0.12000
,,,-732700050.000000000000,0.08000
,,,-732600000.000000000000,0.08000
,,,-732500050.000000000000,0.12000
,,,-732400000.000000000000,0.12000
,,,-732300050.000000000000,0.16000
,,,-732200000.000000000000,0.12000
,,,-732100050.000000000000,0.12000
,,,-732000000.000000000000,0.04000
,,,-731900050.000000000000,0.04000
,,,-731800000.000000000000,0.08000
,,,-731700050.000000000000,0.12000
,,,-731600000.000000000000,0.16000
,,,-731500050.000000000000,0.12000
,,,-731400000.000000000000,0.12000
,,,-731300050.000000000000,0.08000
,,,-731200000.000000000000,0.08000
,,,-731100050.000000000000,0.08000
,,,-731000000.000000000000,0.00
,,,-730900050.000000000000,0.00
,,,-730800000.000000000000,0.08000
,,,-730700050.000000000000,0.08000
,,,-730600000.000000000000,0.04000
,,,-730500050.000000000000,0.12000
,,,-730400000.000000000000,0.12000
,,,-730300050.000000000000,0.08000
,,,-730200000.000000000000,0.08000
,,,-730100050.000000000000,0.08000
,,,-730000000.000000000000,0.04000
,,,-729900050.000000000000,0.04000
,,,-729800000.000000000000,0.12000
,,,-729700050.000000000000,0.08000
,,,-729600000.000000000000,0.12000
,,,-729500050.000000000000,0.08000
,,,-729400000.000000000000,0.04000
,,,-729300050.000000000000,0.08000
,,,-729200000.000000000000,0.04000
,,,-729100050.000000000000,0.04000
,,,-729000000.000000000000,0.08000
,,,-728900050.000000000000,0.12000
,,,-728800000.000000000000,0.00
,,,-728700050.000000000000,0.04000
,,,-728600000.000000000000,0.12000
,,,-728500050.000000000000,0.16000
,,,-728400000.000000000000,0.08000
,,,-728300050.000000000000,0.12000
,,,-728200000.000000000000,0.04000
,,,-728100050.000000000000,0.00
,,,-728000000.000000000000,0.04000
,,,-727900050.000000000000,0.04000
,,,-727800000.000000000000,0.04000
,,,-727700050.000000000000,0.08000
,,,-727600000.000000000000,0.12000
,,,-727500050.000000000000,0.12000
,,,-727400000.000000000000,0.12000
,,,-727300050.000000000000,0.00
,,,-727200000.000000000000,0.12000
,,,-727100050.000000000000,0.08000
,,,-727000000.000000000000,0.12000
,,,-726900050.000000000000,0.04000
,,,-726800000.000000000000,0.04000
,,,-726700050.000000000000,0.04000
,,,-726600000.000000000000,0.08000
,,,-726500050.000000000000,0.12000
,,,-726400000.000000000000,0.08000
,,,-726300050.000000000000,0.04000
,,,-726200000.000000000000,0.12000
,,,-726100050.000000000000,0.04000
,,,-726000000.000000000000,0.12000
,,,-725900050.000000000000,0.08000
,,,-725800000.000000000000,0.12000
,,,-725700050.000000000000,0.04000
,,,-725600000.000000000000,0.04000
,,,-725500050.000000000000,0.08000
,,,-725400000.000000000000,0.12000
,,,-725300050.000000000000,0.12000
,,,-725200000.000000000000,0.04000
,,,-725100050.000000000000,0.04000
,,,-725000000.000000000000,0.12000
,,,-724900050.000000000000,0.04000
,,,-724800000.000000000000,0.08000
,,,-724700050.000000000000,0.08000
,,,-724600000.000000000000,0.04000
,,,-724500050.000000000000,0.12000
,,,-724400000.000000000000,0.08000
,,,-724300050.000000000000,0.12000
,,,-724200000.000000000000,0.08000
,,,-724100050.000000000000,0.04000
,,,-724000000.000000000000,0.08000
,,,-723900050.000000000000,0.08000
,,,-723800000.000000000000,0.12000
,,,-723700050.000000000000,0.08000
,,,-723600000.000000000000,0.12000
,,,-723500050.000000000000,0.04000
,,,-723400000.000000000000,0.08000
,,,-723300050.000000000000,0.04000
,,,-723200000.000000000000,0.04000
,,,-723100050.000000000000,0.12000
,,,-723000000.000000000000,0.04000
,,,-722900050.000000000000,0.08000
,,,-722800000.000000000000,0.08000
,,,-722700050.000000000000,0.04000
,,,-722600000.000000000000,0.04000
,,,-722500050.000000000000,0.08000
,,,-722400000.000000000000,0.12000
,,,-722300050.000000000000,0.08000
,,,-722200000.000000000000,0.04000
,,,-722100050.000000000000,0.08000
,,,-722000000.000000000000,0.08000
,,,-721900050.000000000000,0.12000
,,,-721800000.000000000000,0.04000
,,,-721700050.000000000000,0.04000
,,,-721600000.000000000000,0.04000
,,,-721500050.000000000000,0.00
,,,-721400000.000000000000,0.08000
,,,-721300050.000000000000,0.04000
,,,-721200000.000000000000,0.08000
,,,-721100050.000000000000,0.04000
,,,-721000000.000000000000,0.04000
,,,-720900050.000000000000,0.04000
,,,-720800000.000000000000,0.08000
,,,-720700050.000000000000,0.16000
,,,-720600000.000000000000,0.04000
,,,-720500050.000000000000,0.04000
,,,-720400000.000000000000,0.00
,,,-720300050.000000000000,0.12000
,,,-720200000.000000000000,0.08000
,,,-720100050.000000000000,0.08000
,,,-720000000.000000000000,0.00
,,,-719900050.000000000000,0.08000
,,,-719800000.000000000000,0.12000
,,,-719700050.000000000000,0.12000
,,,-719600000.000000000000,0.12000
,,,-719500050.000000000000,0.12000
,,,-719400000.000000000000,0.12000
,,,-719300050.000000000000,0.04000
,,,-719200000.000000000000,0.08000
,,,-719100050.000000000000,0.08000
,,,-719000000.000000000000,0.04000
,,,-718900050.000000000000,0.00
,,,-718800000.000000000000,0.04000
,,,-718700050.000000000000,0.08000
,,,-718600000.000000000000,0.12000
,,,-718500050.000000000000,0.16000
,,,-718400000.000000000000,0.04000
,,,-718300050.000000000000,0.12000
,,,-718200000.000000000000,0.04000
,,,-718100050.000000000000,0.08000
,,,-718000000.000000000000,0.12000
,,,-717900050.000000000000,0.04000
,,,-717800000.000000000000,0.08000
,,,-717700050.000000000000,0.12000
,,,-717600000.000000000000,0.04000
,,,-717500050.000000000000,0.08000
,,,-717400000.000000000000,0.04000
,,,-717300050.000000000000,0.00
,,,-717200000.000000000000,0.00
,,,-717100050.000000000000,0.08000
,,,-717000000.000000000000,0.08000
,,,-716900050.000000000000,0.04000
,,,-716800000.000000000000,0.12000
,,,-716700050.000000000000,0.04000
,,,-716600000.000000000000,0.00
,,,-716500050.000000000000,0.12000
,,,-716400000.000000000000,0.12000
,,,-716300050.000000000000,0.04000
,,,-716200000.000000000000,0.12000
,,,-716100050.000000000000,0.12000
,,,-716000000.000000000000,0.12000
,,,-715900050.000000000000,0.08000
,,,-715800000.000000000000,0.04000
,,,-715700050.000000000000,0.12000
,,,-715600000.000000000000,0.16000
,,,-715500050.000000000000,0.12000
,,,-715400000.000000000000,0.00
,,,-715300050.000000000000,0.04000
,,,-715200000.000000000000,0.04000
,,,-715100050.000000000000,0.04000
,,,-715000000.000000000000,0.12000
,,,-714900050.000000000000,0.08000
,,,-714800000.000000000000,0.00
,,,-714700050.000000000000,0.08000
,,,-714600000.000000000000,0.12000
,,,-714500050.000000000000,0.04000
,,,-714400000.000000000000,0.08000
,,,-714300050.000000000000,0.08000
,,,-714200000.000000000000,0.04000
,,,-714100050.000000000000,0.16000
,,,-714000000.000000000000,0.12000
,,,-713900050.000000000000,0.00
,,,-713800000.000000000000,0.12000
,,,-713700050.000000000000,0.12000
,,,-713600000.000000000000,0.04000
,,,-713500050.000000000000,0.04000
,,,-713400000.000000000000,0.12000
,,,-713300050.000000000000,0.12000
,,,-713200000.000000000000,0.04000
,,,-713100050.000000000000,0.04000
,,,-713000000.000000000000,0.12000
,,,-712900050.000000000000,0.16000
,,,-712800000.000000000000,0.08000
,,,-712700050.000000000000,0.08000
,,,-712600000.000000000000,0.12000
,,,-712500050.000000000000,0.12000
,,,-712400000.000000000000,0.04000
,,,-712300050.000000000000,0.08000
,,,-712200000.000000000000,0.16000
,,,-712100050.000000000000,0.04000
,,,-712000000.000000000000,0.12000
,,,-711900050.000000000000,0.04000
,,,-711800000.000000000000,0.04000
,,,-711700050.000000000000,0.12000
,,,-711600000.000000000000,0.04000
,,,-711500050.000000000000,0.04000
,,,-711400000.000000000000,0.08000
,,,-711300050.000000000000,0.12000
,,,-711200000.000000000000,0.04000
,,,-711100050.000000000000,0.04000
,,,-711000000.000000000000,0.04000
,,,-710900050.000000000000,0.04000
,,,-710800000.000000000000,0.12000
,,,-710700050.000000000000,0.12000
,,,-710600000.000000000000,0.12000
,,,-710500050.000000000000,0.04000
,,,-710400000.000000000000,0.04000
,,,-710300050.000000000000,0.12000
,,,-710200000.000000000000,0.12000
,,,-710100050.000000000000,0.12000
,,,-710000000.000000000000,0.12000
,,,-709900050.000000000000,0.04000
,,,-709800000.000000000000,0.12000
,,,-709700050.000000000000,0.08000
,,,-709600000.000000000000,0.04000
,,,-709500050.000000000000,0.04000
,,,-709400000.000000000000,0.04000
,,,-709300050.000000000000,0.08000
,,,-709200000.000000000000,0.00
,,,-709100050.000000000000,0.08000
,,,-709000000.000000000000,0.12000
,,,-708900050.000000000000,0.12000
,,,-708800000.000000000000,0.08000
,,,-708700050.000000000000,0.12000
,,,-708600000.000000000000,0.08000
,,,-708500050.000000000000,0.08000
,,,-708400000.000000000000,0.04000
,,,-708300050.000000000000,0.00
,,,-708200000.000000000000,0.12000
,,,-708100050.000000000000,0.12000
,,,-708000000.000000000000,0.04000
,,,-707900050.000000000000,0.00
,,,-707800000.000000000000,0.12000
,,,-707700050.000000000000,0.04000
,,,-707600000.000000000000,0.08000
,,,-707500050.000000000000,0.04000
,,,-707400000.000000000000,0.12000
,,,-707300050.000000000000,0.08000
,,,-707200000.000000000000,0.16000
,,,-707100050.000000000000,0.04000
,,,-707000000.000000000000,0.12000
,,,-706900050.000000000000,0.04000
,,,-706800000.000000000000,0.00
,,,-706700050.000000000000,0.00
,,,-706600000.000000000000,0.12000
,,,-706500050.000000000000,0.12000
,,,-706400000.000000000000,0.08000
,,,-706300050.000000000000,0.04000
,,,-706200000.000000000000,0.00
,,,-706100050.000000000000,-0.04000
,,,-706000000.000000000000,0.04000
,,,-705900050.000000000000,0.08000
,,,-705800000.000000000000,0.08000
,,,-705700050.000000000000,0.12000
,,,-705600000.000000000000,0.04000
,,,-705500050.000000000000,0.04000
,,,-705400000.000000000000,0.12000
,,,-705300050.000000000000,0.08000
,,,-705200000.000000000000,0.04000
,,,-705100050.000000000000,0.04000
,,,-705000000.000000000000,0.04000
,,,-704900050.000000000000,0.12000
,,,-704800000.000000000000,0.04000
,,,-704700050.000000000000,0.16000
,,,-704600000.000000000000,0.12000
,,,-704500050.000000000000,0.08000
,,,-704400000.000000000000,0.04000
,,,-704300050.000000000000,0.12000
,,,-704200000.000000000000,0.04000
,,,-704100050.000000000000,0.00
,,,-704000000.000000000000,0.04000
,,,-703900050.000000000000,0.08000
,,,-703800000.000000000000,0.08000
,,,-703700050.000000000000,0.08000
,,,-703600000.000000000000,0.08000
,,,-703500050.000000000000,0.04000
,,,-703400000.000000000000,0.04000
,,,-703300050.000000000000,0.08000
,,,-703200000.000000000000,0.12000
,,,-703100050.000000000000,0.04000
,,,-703000000.000000000000,0.04000
,,,-702900050.000000000000,0.04000
,,,-702800000.000000000000,0.08000
,,,-702700050.000000000000,0.04000
,,,-702600000.000000000000,0.08000
,,,-702500050.000000000000,0.04000
,,,-702400000.000000000000,0.12000
,,,-702300050.000000000000,0.12000
,,,-702200000.000000000000,0.04000
,,,-702100050.000000000000,0.04000
,,,-702000000.000000000000,0.08000
,,,-701900050.000000000000,0.16000
,,,-701800000.000000000000,0.04000
,,,-701700050.000000000000,0.08000
,,,-701600000.000000000000,0.04000
,,,-701500050.000000000000,0.08000
,,,-701400000.000000000000,0.04000
,,,-701300050.000000000000,0.12000
,,,-701200000.000000000000,0.08000
,,,-701100050.000000000000,0.12000
,,,-701000000.000000000000,0.12000
,,,-700900050.000000000000,0.00
,,,-700800000.000000000000,0.12000
,,,-700700050.000000000000,0.12000
,,,-700600000.000000000000,0.12000
,,,-700500050.000000000000,0.16000
,,,-700400000.000000000000,0.04000
,,,-700300050.000000000000,0.08000
,,,-700200000.000000000000,0.08000
,,,-700100050.000000000000,0.08000
,,,-700000000.000000000000,0.04000
,,,-699900050.000000000000,0.12000
,,,-699800000.000000000000,0.04000
,,,-699700050.000000000000,0.04000
,,,-699600000.000000000000,-0.04000
,,,-699500050.000000000000,0.12000
,,,-699400000.000000000000,0.12000
,,,-699300050.000000000000,0.04000
,,,-699200000.000000000000,0.08000
,,,-699100050.000000000000,0.04000
,,,-699000000.000000000000,0.08000
,,,-698900050.000000000000,0.04000
,,,-698800000.000000000000,0.04000
,,,-698700050.000000000000,0.12000
,,,-698600000.000000000000,0.08000
,,,-698500050.000000000000,0.08000
,,,-698400000.000000000000,0.08000
,,,-698300050.000000000000,0.12000
,,,-698200000.000000000000,0.08000
,,,-698100050.000000000000,0.08000
,,,-698000000.000000000000,0.12000
,,,-697900050.000000000000,0.12000
,,,-697800000.000000000000,0.12000
,,,-697700050.000000000000,0.12000
,,,-697600000.000000000000,0.04000
,,,-697500050.000000000000,0.00
,,,-697400000.000000000000,0.04000
,,,-697300050.000000000000,0.08000
,,,-697200000.000000000000,0.00
,,,-697100050.000000000000,0.04000
,,,-697000000.000000000000,0.04000
,,,-696900050.000000000000,0.12000
,,,-696800000.000000000000,0.08000
,,,-696700050.000000000000,0.04000
,,,-696600000.000000000000,0.08000
,,,-696500050.000000000000,0.08000
,,,-696400000.000000000000,0.12000
,,,-696300050.000000000000,0.04000
,,,-696200000.000000000000,0.08000
,,,-696100050.000000000000,0.12000
,,,-696000000.000000000000,0.04000
,,,-695900050.000000000000,0.04000
,,,-695800000.000000000000,0.08000
,,,-695700050.000000000000,0.08000
,,,-695600000.000000000000,0.08000
,,,-695500050.000000000000,0.08000
,,,-695400000.000000000000,0.00
,,,-695300050.000000000000,0.12000
,,,-695200000.000000000000,0.12000
,,,-695100050.000000000000,0.12000
,,,-695000000.000000000000,0.00
,,,-694900050.000000000000,0.04000
,,,-694800000.000000000000,0.04000
,,,-694700050.000000000000,0.12000
,,,-694600000.000000000000,0.00
,,,-694500050.000000000000,0.08000
,,,-694400000.000000000000,0.12000
,,,-694300050.000000000000,0.08000
,,,-694200000.000000000000,0.00
,,,-694100050.000000000000,0.00
,,,-694000000.000000000000,0.12000
,,,-693900050.000000000000,0.00
,,,-693800000.000000000000,0.08000
,,,-693700050.000000000000,0.12000
,,,-693600000.000000000000,0.12000
,,,-693500050.000000000000,0.04000
,,,-693400000.000000000000,0.08000
,,,-693300050.000000000000,0.12000
,,,-693200000.000000000000,0.12000
,,,-693100050.000000000000,0.00
,,,-693000000.000000000000,0.04000
,,,-692900050.000000000000,0.08000
,,,-692800000.000000000000,0.04000
,,,-692700050.000000000000,0.04000
,,,-692600000.000000000000,0.08000
,,,-692500050.000000000000,0.04000
,,,-692400000.000000000000,0.12000
,,,-692300050.000000000000,0.12000
,,,-692200000.000000000000,0.12000
,,,-692100050.000000000000,0.12000
,,,-692000000.000000000000,0.08000
,,,-691900050.000000000000,0.12000
,,,-691800000.000000000000,0.04000
,,,-691700050.000000000000,0.08000
,,,-691600000.000000000000,0.04000
,,,-691500050.000000000000,0.08000
,,,-691400000.000000000000,0.00
,,,-691300050.000000000000,0.04000
,,,-691200000.000000000000,0.12000
,,,-691100050.000000000000,0.00
,,,-691000000.000000000000,0.04000
,,,-690900050.000000000000,0.12000
,,,-690800000.000000000000,0.12000
,,,-690700050.000000000000,0.12000
,,,-690600000.000000000000,0.12000
,,,-690500050.000000000000,0.12000
,,,-690400000.000000000000,0.12000
,,,-690300050.000000000000,0.08000
,,,-690200000.000000000000,0.12000
,,,-690100050.000000000000,0.12000
,,,-690000000.000000000000,0.12000
,,,-689900050.000000000000,0.12000
,,,-689800000.000000000000,0.12000
,,,-689700050.000000000000,0.16000
,,,-689600000.000000000000,0.12000
,,,-689500050.000000000000,0.16000
,,,-689400000.000000000000,0.16000
,,,-689300050.000000000000,0.12000
,,,-689200000.000000000000,0.16000
,,,-689100050.000000000000,0.16000
,,,-689000000.000000000000,0.08000
,,,-688900050.000000000000,0.16000
,,,-688800000.000000000000,0.16000
,,,-688700050.000000000000,0.16000
,,,-688600000.000000000000,0.20000
,,,-688500050.000000000000,0.16000
,,,-688400000.000000000000,0.16000
,,,-688300050.000000000000,0.20000
,,,-688200000.000000000000,0.20000
,,,-688100050.000000000000,0.16000
,,,-688000000.000000000000,0.20000
,,,-687900050.000000000000,0.16000
,,,-687800000.000000000000,0.16000
,,,-687700050.000000000000,0.24000
,,,-687600000.000000000000,0.20000
,,,-687500050.000000000000,0.16000
,,,-687400000.000000000000,0.16000
,,,-687300050.000000000000,0.16000
,,,-687200000.000000000000,0.20000
,,,-687100050.000000000000,0.16000
,,,-687000000.000000000000,0.16000
,,,-686900050.000000000000,0.20000
,,,-686800000.000000000000,0.20000
,,,-686700050.000000000000,0.20000
,,,-686600000.000000000000,0.20000
,,,-686500050.000000000000,0.20000
,,,-686400000.000000000000,0.20000
,,,-686300050.000000000000,0.20000
,,,-686200000.000000000000,0.16000
,,,-686100050.000000000000,0.24000
,,,-686000000.000000000000,0.20000
,,,-685900050.000000000000,0.24000
,,,-685800000.000000000000,0.24000
,,,-685700050.000000000000,0.20000
,,,-685600000.000000000000,0.20000
,,,-685500050.000000000000,0.16000
,,,-685400000.000000000000,0.28000
,,,-685300050.000000000000,0.20000
,,,-685200000.000000000000,0.28000
,,,-685100050.000000000000,0.28000
,,,-685000000.000000000000,0.28000
,,,-684900050.000000000000,0.28000
,,,-684800000.000000000000,0.24000
,,,-684700050.000000000000,0.16000
,,,-684600000.000000000000,0.28000
,,,-684500050.000000000000,0.28000
,,,-684400000.000000000000,0.24000
,,,-684300050.000000000000,0.24000
,,,-684200000.000000000000,0.28000
,,,-684100050.000000000000,0.28000
,,,-684000000.000000000000,0.24000
,,,-683900050.000000000000,0.28000
,,,-683800000.000000000000,0.20000
,,,-683700050.000000000000,0.20000
,,,-683600000.000000000000,0.24000
,,,-683500050.000000000000,0.28000
,,,-683400000.000000000000,0.20000
,,,-683300050.000000000000,0.32000
,,,-683200000.000000000000,0.28000
,,,-683100050.000000000000,0.28000
,,,-683000000.000000000000,0.32000
,,,-682900050.000000000000,0.28000
,,,-682800000.000000000000,0.28000
,,,-682700050.000000000000,0.32000
,,,-682600000.000000000000,0.24000
,,,-682500050.000000000000,0.24000
,,,-682400000.000000000000,0.28000
,,,-682300050.000000000000,0.24000
,,,-682200000.000000000000,0.28000
,,,-682100050.000000000000,0.28000
,,,-682000000.000000000000,0.32000
,,,-681900050.000000000000,0.28000
,,,-681800000.000000000000,0.28000
,,,-681700050.000000000000,0.28000
,,,-681600000.000000000000,0.32000
,,,-681500050.000000000000,0.24000
,,,-681400000.000000000000,0.28000
,,,-681300050.000000000000,0.28000
,,,-681200000.000000000000,0.32000
,,,-681100050.000000000000,0.24000
,,,-681000000.000000000000,0.36000
,,,-680900050.000000000000,0.28000
,,,-680800000.000000000000,0.28000
,,,-680700050.000000000000,0.32000
,,,-680600000.000000000000,0.24000
,,,-680500050.000000000000,0.28000
,,,-680400000.000000000000,0.28000
,,,-680300050.000000000000,0.28000
,,,-680200000.000000000000,0.36000
,,,-680100050.000000000000,0.36000
,,,-680000000.000000000000,0.28000
,,,-679900050.000000000000,0.24000
,,,-679800000.000000000000,0.24000
,,,-679700050.000000000000,0.28000
,,,-679600000.000000000000,0.28000
,,,-679500050.000000000000,0.32000
,,,-679400000.000000000000,0.28000
,,,-679300050.000000000000,0.24000
,,,-679200000.000000000000,0.24000
,,,-679100050.000000000000,0.28000
,,,-679000000.000000000000,0.28000
,,,-678900050.000000000000,0.28000
,,,-678800000.000000000000,0.28000
,,,-678700050.000000000000,0.32000
,,,-678600000.000000000000,0.24000
,,,-678500050.000000000000,0.32000
,,,-678400000.000000000000,0.28000
,,,-678300050.000000000000,0.28000
,,,-678200000.000000000000,0.28000
,,,-678100050.000000000000,0.32000
,,,-678000000.000000000000,0.28000
,,,-677900050.000000000000,0.32000
,,,-677800000.000000000000,0.32000
,,,-677700050.000000000000,0.28000
,,,-677600000.000000000000,0.28000
,,,-677500050.000000000000,0.28000
,,,-677400000.000000000000,0.32000
,,,-677300050.000000000000,0.32000
,,,-677200000.000000000000,0.32000
,,,-677100050.000000000000,0.20000
,,,-677000000.000000000000,0.28000
,,,-676900050.000000000000,0.28000
,,,-676800000.000000000000,0.28000
,,,-676700050.000000000000,0.28000
,,,-676600000.000000000000,0.32000
,,,-676500050.000000000000,0.28000
,,,-676400000.000000000000,0.28000
,,,-676300050.000000000000,0.28000
,,,-676200000.000000000000,0.28000
,,,-676100050.000000000000,0.28000
,,,-676000000.000000000000,0.28000
,,,-675900050.000000000000,0.32000
,,,-675800000.000000000000,0.32000
,,,-675700050.000000000000,0.32000
,,,-675600000.000000000000,0.28000
,,,-675500050.000000000000,0.32000
,,,-675400000.000000000000,0.32000
,,,-675300050.000000000000,0.32000
,,,-675200000.000000000000,0.32000
,,,-675100050.000000000000,0.32000
,,,-675000000.000000000000,0.32000
,,,-674900050.000000000000,0.28000
,,,-674800000.000000000000,0.28000
,,,-674700050.000000000000,0.32000
,,,-674600000.000000000000,0.32000
,,,-674500050.000000000000,0.28000
,,,-674400000.000000000000,0.28000
,,,-674300050.000000000000,0.32000
,,,-674200000.000000000000,0.28000
,,,-674100050.000000000000,0.32000
,,,-674000000.000000000000,0.32000
,,,-673900050.000000000000,0.28000
,,,-673800000.000000000000,0.28000
,,,-673700050.000000000000,0.32000
,,,-673600000.000000000000,0.28000
,,,-673500050.000000000000,0.28000
,,,-673400000.000000000000,0.28000
,,,-673300050.000000000000,0.28000
,,,-673200000.000000000000,0.24000
,,,-673100050.000000000000,0.28000
