Record Length,30000,,Source,CH1,CH2
Sample Interval,0.0010000000625,,Second,Volt,Volt
,,,-17.41200125000,0.00,-0.02720
,,,-17.41100125000,0.05440,-0.10880
,,,-17.41000125000,0.05440,-0.05440
,,,-17.40900000000,0.05440,-0.02720
,,,-17.40800125000,0.00,-0.02720
,,,-17.40700125000,0.05440,-0.05440
,,,-17.40600000000,0.05440,-0.05440
,,,-17.40500125000,0.00,-0.05440
,,,-17.40400125000,0.00,-0.05440
,,,-17.40300000000,0.00,-0.05440
,,,-17.40200000000,0.00,-0.05440
,,,-17.40100125000,0.00,-0.05440
,,,-17.40000125000,0.05440,-0.05440
,,,-17.39900000000,0.05440,-0.05440
,,,-17.39800125000,0.05440,-0.05440
,,,-17.39700125000,0.05440,-0.05440
,,,-17.39600000000,0.00,-0.05440
,,,-17.39500000000,0.05440,-0.05440
,,,-17.39400125000,0.05440,-0.05440
,,,-17.39300125000,0.05440,-0.02720
,,,-17.39200000000,0.05440,-0.02720
,,,-17.39100125000,0.00,-0.05440
,,,-17.39000125000,0.05440,-0.05440
,,,-17.38900000000,0.05440,-0.05440
,,,-17.38800000000,0.00,-0.05440
,,,-17.38700125000,0.05440,-0.05440
,,,-17.38600125000,0.05440,-0.05440
,,,-17.38500000000,0.05440,-0.02720
,,,-17.38400125000,0.05440,-0.05440
,,,-17.38300125000,0.05440,-0.05440
,,,-17.38200000000,0.05440,-0.05440
,,,-17.38100000000,0.05440,-0.05440
,,,-17.38000125000,0.00,-0.05440
,,,-17.37900125000,0.08160,-0.05440
,,,-17.37800000000,0.05440,-0.05440
,,,-17.37700125000,0.05440,-0.05440
,,,-17.37600125000,0.05440,-0.05440
,,,-17.37500000000,0.05440,-0.05440
,,,-17.37400000000,0.08160,-0.05440
,,,-17.37300125000,0.05440,-0.02720
,,,-17.37200125000,0.05440,-0.02720
,,,-17.37100000000,0.05440,-0.05440
,,,-17.37000125000,0.05440,-0.05440
,,,-17.36900125000,0.05440,-0.05440
,,,-17.36800000000,0.05440,-0.10880
,,,-17.36700000000,0.05440,-0.05440
,,,-17.36600125000,0.05440,-0.05440
,,,-17.36500125000,0.05440,-0.02720
,,,-17.36400000000,0.05440,-0.05440
,,,-17.36300125000,0.05440,-0.05440
,,,-17.36200125000,0.00,-0.05440
