Record Length,30000,,Source,CH1,CH2
Sample Interval,0.0001000000000,,Second,Volt,Volt
,,,-4.47500000000,0.79336,-0.04000
,,,-4.47490000000,0.81024,-0.08000
,,,-4.47480000000,0.79336,-0.08000
,,,-4.47470000000,0.81024,-0.04000
,,,-4.47460000000,0.81024,-0.04000
,,,-4.47449950000,0.79336,-0.04000
,,,-4.47440000000,0.81024,-0.04000
,,,-4.47430000000,0.79336,-0.04000
,,,-4.47420000000,0.81024,-0.08000
,,,-4.47410000000,0.79336,-0.04000
,,,-4.47400000000,0.81024,-0.04000
,,,-4.47390000000,0.81024,-0.04000
,,,-4.47379950000,0.79336,-0.08000
,,,-4.47370000000,0.81024,-0.08000
,,,-4.47360000000,0.79336,-0.04000
,,,-4.47350000000,0.81024,-0.08000
,,,-4.47340000000,0.81024,-0.08000
,,,-4.47330000000,0.79336,-0.04000
,,,-4.47320000000,0.81024,-0.04000
,,,-4.47309950000,0.81024,-0.08000
,,,-4.47300000000,0.81024,-0.04000
,,,-4.47290000000,0.81024,-0.04000
,,,-4.47280000000,0.81024,-0.08000
,,,-4.47270000000,0.81024,-0.08000
,,,-4.47260000000,0.81024,-0.08000
,,,-4.47250000000,0.81024,-0.04000
,,,-4.47239950000,0.81024,-0.08000
,,,-4.47230000000,0.81024,-0.04000
,,,-4.47220000000,0.81024,-0.08000
,,,-4.47210000000,0.79336,-0.04000
,,,-4.47200000000,0.79336,-0.04000
,,,-4.47190000000,0.81024,-0.08000
,,,-4.47180000000,0.81024,-0.04000
,,,-4.47169950000,0.81024,-0.08000
,,,-4.47160000000,0.79336,-0.04000
,,,-4.47150000000,0.79336,-0.04000
,,,-4.47140000000,0.81024,-0.08000
,,,-4.47130000000,0.81024,-0.04000
,,,-4.47120000000,0.81024,-0.08000
,,,-4.47110000000,0.79336,-0.04000
,,,-4.47099950000,0.81024,-0.04000
,,,-4.47090000000,0.81024,0.00
,,,-4.47080000000,0.81024,-0.08000
,,,-4.47070000000,0.81024,-0.08000
,,,-4.47059950000,0.79336,-0.04000
,,,-4.47050000000,0.79336,-0.04000
,,,-4.47040000000,0.79336,-0.04000
,,,-4.47029950000,0.79336,-0.04000
,,,-4.47020000000,0.79336,-0.04000
,,,-4.47010000000,0.79336,-0.04000
,,,-4.47000000000,0.81024,-0.04000
,,,-4.46989950000,0.81024,-0.04000
,,,-4.46980000000,0.81024,-0.08000
,,,-4.46970000000,0.81024,-0.08000
,,,-4.46959950000,0.81024,-0.04000
,,,-4.46950000000,0.81024,-0.04000
,,,-4.46940000000,0.79336,-0.04000
,,,-4.46930000000,0.81024,-0.04000
,,,-4.46919950000,0.81024,-0.04000
,,,-4.46910000000,0.79336,-0.04000
,,,-4.46900000000,0.79336,-0.04000
,,,-4.46889950000,0.81024,-0.08000
,,,-4.46880000000,0.81024,-0.04000
,,,-4.46870000000,0.81024,-0.04000
,,,-4.46860000000,0.79336,0.00
,,,-4.46849950000,0.79336,-0.04000
,,,-4.46840000000,0.81024,-0.04000
,,,-4.46830000000,0.79336,-0.08000
,,,-4.46819950000,0.79336,-0.08000
,,,-4.46810000000,0.79336,-0.08000
,,,-4.46800000000,0.79336,-0.04000
,,,-4.46790000000,0.82712,-0.04000
,,,-4.46779950000,0.79336,-0.04000
,,,-4.46770000000,0.81024,-0.04000
,,,-4.46760000000,0.81024,-0.04000
,,,-4.46749950000,0.81024,-0.04000
,,,-4.46740000000,0.81024,-0.04000
,,,-4.46730000000,0.81024,-0.04000
,,,-4.46720000000,0.79336,-0.04000
,,,-4.46709950000,0.79336,-0.04000
,,,-4.46700000000,0.79336,-0.08000
,,,-4.46690000000,0.81024,-0.08000
,,,-4.46679950000,0.81024,-0.04000
,,,-4.46670000000,0.81024,-0.08000
,,,-4.46660000000,0.81024,-0.04000
,,,-4.46650000000,0.81024,-0.08000
,,,-4.46639950000,0.81024,-0.08000
,,,-4.46630000000,0.79336,-0.04000
,,,-4.46620000000,0.81024,-0.08000
,,,-4.46609950000,0.81024,-0.08000
,,,-4.46600000000,0.81024,-0.04000
,,,-4.46590000000,0.79336,-0.08000
,,,-4.46580000000,0.79336,-0.04000
,,,-4.46569950000,0.79336,-0.04000
,,,-4.46560000000,0.81024,-0.08000
,,,-4.46550000000,0.81024,-0.08000
,,,-4.46539950000,0.79336,-0.04000
,,,-4.46530000000,0.81024,-0.04000
,,,-4.46520000000,0.81024,-0.08000
,,,-4.46510000000,0.81024,-0.08000
,,,-4.46499950000,0.81024,-0.08000
,,,-4.46490000000,0.81024,-0.08000
,,,-4.46480000000,0.79336,-0.04000
,,,-4.46469950000,0.81024,-0.08000
,,,-4.46460000000,0.79336,-0.04000
,,,-4.46450000000,0.81024,-0.08000
,,,-4.46440000000,0.79336,-0.04000
,,,-4.46429950000,0.79336,-0.08000
,,,-4.46420000000,0.79336,-0.08000
,,,-4.46410000000,0.81024,-0.04000
,,,-4.46399950000,0.79336,-0.08000
,,,-4.46390000000,0.81024,-0.04000
,,,-4.46380000000,0.81024,-0.08000
,,,-4.46370000000,0.81024,-0.04000
,,,-4.46359950000,0.79336,-0.04000
,,,-4.46350000000,0.79336,-0.04000
,,,-4.46340000000,0.81024,-0.08000
,,,-4.46330000000,0.79336,-0.08000
,,,-4.46320000000,0.79336,-0.04000
,,,-4.46310000000,0.79336,-0.04000
,,,-4.46300000000,0.81024,-0.04000
,,,-4.46289950000,0.81024,-0.08000
,,,-4.46280000000,0.79336,-0.08000
,,,-4.46270000000,0.81024,-0.08000
,,,-4.46260000000,0.81024,-0.08000
,,,-4.46250000000,0.81024,-0.04000
,,,-4.46240000000,0.81024,-0.04000
,,,-4.46230000000,0.81024,-0.08000
,,,-4.46219950000,0.79336,-0.04000
,,,-4.46210000000,0.81024,-0.08000
,,,-4.46200000000,0.81024,-0.08000
,,,-4.46190000000,0.81024,-0.04000
,,,-4.46180000000,0.81024,-0.04000
,,,-4.46170000000,0.79336,-0.04000
,,,-4.46160000000,0.81024,-0.08000
,,,-4.46149950000,0.81024,-0.04000
,,,-4.46140000000,0.81024,-0.08000
,,,-4.46130000000,0.79336,-0.08000
,,,-4.46120000000,0.81024,-0.04000
,,,-4.46110000000,0.79336,-0.04000
,,,-4.46100000000,0.81024,-0.04000
,,,-4.46090000000,0.81024,-0.04000
,,,-4.46079950000,0.81024,-0.04000
,,,-4.46070000000,0.81024,-0.04000
,,,-4.46060000000,0.81024,-0.04000
,,,-4.46050000000,0.81024,-0.08000
,,,-4.46040000000,0.81024,-0.08000
,,,-4.46030000000,0.81024,-0.08000
,,,-4.46020000000,0.81024,-0.08000
,,,-4.46009950000,0.81024,-0.08000
,,,-4.46000000000,0.79336,-0.04000
,,,-4.45990000000,0.81024,-0.04000
,,,-4.45980000000,0.81024,-0.08000
,,,-4.45970000000,0.79336,-0.04000
,,,-4.45960000000,0.81024,-0.04000
,,,-4.45950000000,0.79336,-0.04000
,,,-4.45939950000,0.79336,-0.04000
,,,-4.45930000000,0.79336,-0.08000
,,,-4.45920000000,0.81024,-0.08000
,,,-4.45910000000,0.79336,-0.04000
,,,-4.45900000000,0.81024,-0.08000
,,,-4.45890000000,0.81024,-0.04000
,,,-4.45880000000,0.79336,-0.04000
,,,-4.45869950000,0.81024,-0.04000
,,,-4.45860000000,0.81024,-0.04000
,,,-4.45850000000,0.79336,-0.08000
,,,-4.45840000000,0.81024,-0.04000
,,,-4.45830000000,0.81024,-0.04000
,,,-4.45820000000,0.81024,-0.04000
,,,-4.45810000000,0.81024,-0.08000
,,,-4.45799950000,0.81024,-0.04000
,,,-4.45790000000,0.81024,-0.04000
,,,-4.45780000000,0.79336,-0.04000
,,,-4.45770000000,0.79336,-0.08000
,,,-4.45760000000,0.81024,-0.08000
,,,-4.45750000000,0.79336,-0.04000
,,,-4.45740000000,0.81024,-0.08000
,,,-4.45729950000,0.81024,-0.08000
,,,-4.45720000000,0.81024,-0.04000
,,,-4.45710000000,0.79336,-0.08000
,,,-4.45700000000,0.81024,-0.04000
,,,-4.45690000000,0.81024,-0.08000
,,,-4.45680000000,0.81024,-0.04000
,,,-4.45670000000,0.79336,-0.04000
,,,-4.45659950000,0.79336,-0.04000
,,,-4.45650000000,0.81024,-0.04000
,,,-4.45640000000,0.81024,-0.04000
,,,-4.45630000000,0.81024,-0.08000
,,,-4.45620000000,0.81024,-0.04000
,,,-4.45610000000,0.81024,-0.08000
,,,-4.45600000000,0.79336,-0.04000
,,,-4.45589950000,0.81024,-0.04000
,,,-4.45580000000,0.81024,-0.04000
,,,-4.45570000000,0.81024,-0.08000
,,,-4.45560000000,0.81024,-0.04000
,,,-4.45549950000,0.81024,-0.08000
,,,-4.45540000000,0.81024,-0.04000
,,,-4.45530000000,0.79336,-0.04000
,,,-4.45519950000,0.81024,-0.04000
,,,-4.45510000000,0.79336,-0.04000
,,,-4.45500000000,0.81024,-0.08000
,,,-4.45490000000,0.81024,-0.04000
,,,-4.45479950000,0.79336,-0.04000
,,,-4.45470000000,0.81024,-0.04000
,,,-4.45460000000,0.79336,-0.08000
,,,-4.45449950000,0.81024,-0.04000
,,,-4.45440000000,0.81024,-0.08000
,,,-4.45430000000,0.81024,-0.08000
,,,-4.45420000000,0.81024,-0.04000
,,,-4.45409950000,0.81024,-0.08000
,,,-4.45400000000,0.79336,-0.08000
,,,-4.45390000000,0.81024,-0.04000
,,,-4.45379950000,0.79336,-0.08000
,,,-4.45370000000,0.81024,-0.04000
,,,-4.45360000000,0.81024,-0.04000
,,,-4.45350000000,0.79336,-0.08000
,,,-4.45339950000,0.81024,-0.08000
,,,-4.45330000000,0.79336,-0.04000
,,,-4.45320000000,0.79336,-0.04000
,,,-4.45309950000,0.81024,-0.04000
,,,-4.45300000000,0.81024,-0.08000
,,,-4.45290000000,0.81024,-0.08000
,,,-4.45280000000,0.79336,-0.04000
,,,-4.45269950000,0.81024,-0.04000
,,,-4.45260000000,0.79336,-0.04000
,,,-4.45250000000,0.79336,-0.04000
,,,-4.45239950000,0.79336,-0.04000
,,,-4.45230000000,0.79336,-0.08000
,,,-4.45220000000,0.79336,-0.08000
,,,-4.45210000000,0.79336,-0.04000
,,,-4.45199950000,0.79336,-0.08000
,,,-4.45190000000,0.79336,-0.08000
,,,-4.45180000000,0.81024,-0.08000
,,,-4.45169950000,0.81024,-0.04000
,,,-4.45160000000,0.79336,-0.04000
,,,-4.45150000000,0.79336,-0.04000
,,,-4.45140000000,0.81024,-0.04000
,,,-4.45129950000,0.79336,-0.04000
,,,-4.45120000000,0.81024,-0.08000
,,,-4.45110000000,0.81024,-0.04000
,,,-4.45099950000,0.79336,-0.04000
,,,-4.45090000000,0.79336,-0.04000
,,,-4.45080000000,0.79336,-0.04000
,,,-4.45070000000,0.81024,-0.04000
,,,-4.45059950000,0.81024,-0.04000
,,,-4.45050000000,0.81024,-0.04000
,,,-4.45040000000,0.81024,-0.04000
,,,-4.45029950000,0.81024,-0.04000
,,,-4.45020000000,0.81024,-0.04000
,,,-4.45010000000,0.81024,-0.04000
,,,-4.45000000000,0.79336,-0.04000
,,,-4.44989950000,0.81024,-0.04000
,,,-4.44980000000,0.81024,-0.04000
,,,-4.44970000000,0.79336,-0.08000
,,,-4.44959950000,0.79336,-0.08000
,,,-4.44950000000,0.81024,-0.08000
,,,-4.44940000000,0.81024,-0.08000
,,,-4.44930000000,0.81024,-0.04000
,,,-4.44919950000,0.81024,-0.04000
,,,-4.44910000000,0.79336,-0.04000
,,,-4.44900000000,0.81024,-0.04000
,,,-4.44889950000,0.81024,-0.04000
,,,-4.44880000000,0.81024,-0.04000
,,,-4.44870000000,0.79336,-0.04000
,,,-4.44860000000,0.79336,-0.04000
,,,-4.44849950000,0.81024,-0.08000
,,,-4.44840000000,0.81024,-0.08000
,,,-4.44830000000,0.79336,-0.08000
,,,-4.44819950000,0.79336,-0.04000
,,,-4.44810000000,0.81024,-0.04000
,,,-4.44800000000,0.79336,-0.08000
,,,-4.44790000000,0.81024,-0.04000
,,,-4.44779950000,0.81024,-0.08000
,,,-4.44770000000,0.81024,-0.04000
,,,-4.44760000000,0.79336,-0.08000
,,,-4.44750000000,0.79336,-0.04000
,,,-4.44740000000,0.81024,-0.04000
,,,-4.44730000000,0.81024,-0.08000
,,,-4.44720000000,0.81024,-0.04000
,,,-4.44709950000,0.79336,-0.08000
,,,-4.44700000000,0.79336,-0.08000
,,,-4.44690000000,0.79336,-0.04000
,,,-4.44680000000,0.79336,-0.04000
,,,-4.44670000000,0.81024,-0.04000
,,,-4.44660000000,0.81024,-0.04000
,,,-4.44650000000,0.81024,-0.04000
,,,-4.44639950000,0.81024,-0.08000
,,,-4.44630000000,0.81024,-0.04000
,,,-4.44620000000,0.81024,-0.04000
,,,-4.44610000000,0.79336,-0.08000
,,,-4.44600000000,0.81024,-0.08000
,,,-4.44590000000,0.81024,-0.08000
,,,-4.44580000000,0.81024,-0.04000
,,,-4.44569950000,0.81024,-0.08000
,,,-4.44560000000,0.81024,-0.08000
,,,-4.44550000000,0.81024,-0.08000
,,,-4.44540000000,0.81024,-0.04000
,,,-4.44530000000,0.81024,-0.04000
,,,-4.44520000000,0.79336,-0.04000
,,,-4.44510000000,0.81024,-0.04000
,,,-4.44499950000,0.79336,-0.08000
,,,-4.44490000000,0.81024,-0.04000
,,,-4.44480000000,0.81024,-0.08000
,,,-4.44470000000,0.81024,-0.04000
,,,-4.44460000000,0.81024,-0.08000
,,,-4.44450000000,0.79336,-0.04000
,,,-4.44440000000,0.79336,-0.04000
,,,-4.44429950000,0.81024,0.00
,,,-4.44420000000,0.81024,-0.04000
,,,-4.44410000000,0.81024,-0.08000
,,,-4.44400000000,0.79336,-0.08000
,,,-4.44390000000,0.81024,-0.04000
,,,-4.44380000000,0.79336,-0.04000
,,,-4.44370000000,0.81024,-0.04000
,,,-4.44359950000,0.79336,-0.04000
,,,-4.44350000000,0.81024,-0.08000
,,,-4.44340000000,0.81024,-0.04000
,,,-4.44330000000,0.81024,-0.04000
,,,-4.44320000000,0.81024,-0.08000
,,,-4.44310000000,0.81024,-0.04000
,,,-4.44300000000,0.79336,-0.04000
,,,-4.44289950000,0.81024,-0.04000
,,,-4.44280000000,0.81024,-0.04000
,,,-4.44270000000,0.81024,-0.04000
,,,-4.44260000000,0.81024,-0.08000
,,,-4.44250000000,0.79336,-0.04000
,,,-4.44240000000,0.81024,-0.08000
,,,-4.44230000000,0.79336,-0.08000
,,,-4.44219950000,0.81024,-0.08000
,,,-4.44210000000,0.81024,-0.04000
,,,-4.44200000000,0.79336,-0.04000
,,,-4.44190000000,0.81024,-0.04000
,,,-4.44180000000,0.81024,-0.08000
,,,-4.44170000000,0.79336,-0.08000
,,,-4.44160000000,0.81024,-0.08000
,,,-4.44149950000,0.81024,-0.08000
,,,-4.44140000000,0.79336,-0.04000
,,,-4.44130000000,0.79336,-0.04000
,,,-4.44120000000,0.81024,-0.04000
,,,-4.44110000000,0.81024,-0.04000
,,,-4.44100000000,0.79336,-0.08000
,,,-4.44090000000,0.81024,-0.04000
,,,-4.44079950000,0.79336,-0.04000
,,,-4.44070000000,0.81024,-0.04000
,,,-4.44060000000,0.79336,-0.04000
,,,-4.44050000000,0.79336,-0.08000
,,,-4.44040000000,0.79336,-0.08000
,,,-4.44030000000,0.79336,-0.08000
,,,-4.44020000000,0.79336,-0.08000
,,,-4.44009950000,0.79336,-0.08000
,,,-4.44000000000,0.79336,-0.04000
,,,-4.43990000000,0.81024,-0.04000
,,,-4.43980000000,0.81024,-0.04000
,,,-4.43969950000,0.81024,-0.08000
,,,-4.43960000000,0.79336,-0.04000
,,,-4.43950000000,0.81024,-0.08000
,,,-4.43939950000,0.81024,-0.04000
,,,-4.43930000000,0.81024,-0.08000
,,,-4.43920000000,0.81024,-0.04000
,,,-4.43910000000,0.81024,-0.04000
,,,-4.43899950000,0.81024,-0.04000
,,,-4.43890000000,0.81024,-0.04000
,,,-4.43880000000,0.81024,-0.04000
,,,-4.43869950000,0.81024,-0.04000
,,,-4.43860000000,0.81024,-0.04000
,,,-4.43850000000,0.81024,-0.04000
,,,-4.43840000000,0.81024,-0.04000
,,,-4.43829950000,0.81024,-0.08000
,,,-4.43820000000,0.81024,-0.04000
,,,-4.43810000000,0.81024,-0.08000
,,,-4.43799950000,0.81024,-0.04000
,,,-4.43790000000,0.81024,-0.04000
,,,-4.43780000000,0.79336,-0.08000
,,,-4.43770000000,0.81024,-0.08000
