"TIME","PWM","y6"
6.583751473,4.9995,3.10928
6.585834836,4.99951,3.10443
6.590522402,4.99953,3.09418
6.594689128,4.99955,3.08555
6.601633672,4.99958,3.07238
6.603196194,4.99959,3.06942
6.608057374,4.9996,3.0611
6.613613009,4.99962,3.05241
6.624724278,4.99967,3.03776
6.628196549,4.99968,3.03409
6.629411845,4.99968,3.0328
6.63357857,4.99969,3.02884
6.639134205,4.99971,3.02437
6.650245474,4.99974,3.01827
6.655453882,4.99975,3.01688
6.656148336,4.99976,3.01669
6.660315062,4.99976,3.01613
6.665870697,4.99977,3.01619
6.676981966,4.99979,3.0191
6.699204504,4.99984,3.03567
6.713187562,4.99986,3.05318
6.713187572,0.00984261,3.05318
6.713193848,0.00984199,3.05319
6.713208034,0.0098406,3.05321
6.714399678,0.00972426,3.05499
6.716518157,0.0095209,3.05815
6.718636635,0.00932182,3.0615
6.719847195,0.0092099,3.06341
6.722268313,0.00899003,3.06756
6.72711055,0.00856577,3.07586
6.736795024,0.00777545,3.09448
6.756163972,0.00640082,3.13804
6.761460169,0.00607817,3.15164
6.763160154,0.00597594,3.156
6.763161188,0.00597588,3.15601
6.76318365,0.00597454,3.15606
6.763316055,0.00596665,3.15641
6.764375294,0.0059039,3.15919
6.765585853,0.005833,3.16237
6.768006972,0.00569374,3.16894
6.772849209,0.00542502,3.18209
6.782533683,0.00492448,3.20973
6.801902631,0.00405387,3.26871
6.840640527,0.00272523,3.39279
6.841631297,0.00269875,3.39596
6.843612838,0.0026458,3.40249
6.845679524,0.00259186,3.4093
6.845681459,0.00259181,3.40931
6.845699721,0.00259133,3.40937
6.845707462,0.00259113,3.40939
6.846682751,0.00256604,3.41259
6.849655063,0.00249103,3.42233
6.853618145,0.0023944,3.4351
6.861544309,0.00221211,3.46065
6.877396637,0.00188714,3.50928
6.909101292,0.00136754,3.59249
6.917027456,0.00126729,3.60912
6.919008997,0.00124272,3.61328
6.922972079,0.00119471,3.62095
6.925944391,0.00115989,3.6267
6.926439776,0.00115421,3.62766
6.927678239,0.00114002,3.62989
6.928394467,0.0011319,3.63118
6.92839483,0.0011319,3.63118
6.928642039,0.00112911,3.63162
6.928889732,0.00112632,3.63206
6.929385117,0.00112077,3.63293
6.930375887,0.00110974,3.63461
6.932357428,0.00108801,3.63798
6.93632051,0.0010458,3.64427
6.944246674,0.000966184,3.65529
6.960099002,0.000824248,3.67072
6.991803658,0.000597302,3.67308
6.999729822,0.000553517,3.66623
7.001711363,0.000542783,3.66452
7.005674445,0.000521812,3.66038
7.006665215,0.000516743,3.65934
7.008646756,0.000506605,3.65696
7.01004293,0.000499602,3.65527
7.010044865,0.000499592,3.65527
7.010060588,0.000499514,3.65525
7.010068328,0.000499475,3.65524
7.011043618,0.000494637,3.65397
7.012034388,0.000489818,3.65267
7.014015929,0.000480179,3.64976
7.017979011,0.000461553,3.64394
7.025905175,0.000426414,3.63006
7.041757503,0.000363772,3.59476
7.073462159,0.000263612,3.49555
7.081388323,0.000244288,3.4637
7.083369864,0.000239551,3.45574
7.087332945,0.000230296,3.43907
7.09057738,0.000222978,3.42543
7.090577864,0.000222977,3.42542
7.090702436,0.0002227,3.42489
7.090826282,0.000222424,3.42434
7.092560131,0.000218609,3.41675
7.094541672,0.000214328,3.40806
7.098504754,0.000206014,3.3902
7.106430918,0.00019033,3.35301
7.122283245,0.000162369,3.27314
7.153987901,0.000117663,3.09471
7.207330668,6.68119e-005,2.75527
7.265576257,3.4567e-005,2.35651
7.272300404,3.23932e-005,2.30897
7.285748696,2.83696e-005,2.21389
7.312645282,2.16619e-005,2.02661
7.366438452,1.23256e-005,1.6709
7.417194718,7.04449e-006,1.36614
7.424722274,6.55226e-006,1.32403
7.439777384,5.64922e-006,1.24187
7.469887606,4.1742e-006,1.08767
7.53010805,2.20069e-006,0.8205
7.59010046,1.10493e-006,0.606317
7.644433434,5.74232e-007,0.453012
7.688563612,3.38073e-007,0.353721
7.729156506,2.10188e-007,0.279672
7.753187438,1.6147e-007,0.24281
7.753187448,4.99002,0.24281
7.753197667,4.99002,0.242794
7.753228387,4.99002,0.242751
7.753633674,4.99006,0.242173
7.753807183,4.99008,0.241927
7.754986952,4.9902,0.240255
7.757395335,4.99043,0.236876
7.759435254,4.99062,0.234047
7.762357439,4.99087,0.230051
7.765725728,4.99115,0.225522
7.7710221,4.99158,0.218567
7.77585402,4.99199,0.212397
7.78229658,4.99252,0.204418
7.78390722,4.99265,0.202491
7.7871285,4.99286,0.198636
7.793571059,4.99327,0.191156
7.798402979,4.99358,0.185741
7.804845539,4.994,0.178752
7.809677458,4.99431,0.173709
7.810691973,4.99437,0.172671
7.811091487,4.99439,0.172262
7.813910107,4.99455,0.169414
7.817131387,4.99472,0.166229
7.823573946,4.99502,0.16009
7.836459066,4.99563,0.148824
7.841259528,4.99585,0.145036
7.841410525,4.99586,0.144917
7.843423825,4.99594,0.143373
7.844833135,4.996,0.142316
7.845638455,4.99603,0.141727
7.847249095,4.99608,0.140548
7.850470375,4.99618,0.138283
7.856912935,4.99638,0.134088
7.869798054,4.99678,0.127213
